 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,000,000    | 	 434          | 	 0            | 	 433,938,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,000,000    | 	 285          | 	 0            | 	 284,937,000  | 	 4,626,504  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,000,000    | 	 588          | 	 0            | 	 587,920,000  | 	 85,456,896 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,000,000    | 	 679          | 	 0            | 	 679,158,000  | 	 35,127,296 
 merge sort                     | 	 / 1 (n_const)  | 	 1,010,000    | 	 531          | 	 0            | 	 530,951,000  | 	 4,194,304  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,010,000    | 	 443          | 	 0            | 	 442,823,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,010,000    | 	 331          | 	 0            | 	 330,595,000  | 	 -255,565,784 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,010,000    | 	 504          | 	 0            | 	 504,529,000  | 	 91,750,400 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,010,000    | 	 693          | 	 0            | 	 693,130,000  | 	 -64,740,640 
 merge sort                     | 	 / 1 (n_const)  | 	 1,020,000    | 	 518          | 	 0            | 	 518,333,000  | 	 4,194,304  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,020,000    | 	 435          | 	 0            | 	 434,638,000  | 	 3,147,776  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,020,000    | 	 307          | 	 0            | 	 307,757,000  | 	 4,483,896  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,020,000    | 	 646          | 	 0            | 	 646,217,000  | 	 87,031,808 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,020,000    | 	 678          | 	 0            | 	 678,705,000  | 	 36,175,872 
 merge sort                     | 	 / 1 (n_const)  | 	 1,030,000    | 	 670          | 	 0            | 	 669,616,000  | 	 -173,228,080 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,030,000    | 	 455          | 	 0            | 	 455,208,000  | 	 3,678,224  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,030,000    | 	 289          | 	 0            | 	 288,557,000  | 	 4,464,640  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,030,000    | 	 519          | 	 0            | 	 518,815,000  | 	 93,325,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,030,000    | 	 701          | 	 0            | 	 701,273,000  | 	 -134,908,544 
 merge sort                     | 	 / 1 (n_const)  | 	 1,040,000    | 	 533          | 	 0            | 	 532,729,000  | 	 4,194,304  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,040,000    | 	 451          | 	 0            | 	 451,158,000  | 	 3,538,976  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,040,000    | 	 309          | 	 0            | 	 309,302,000  | 	 4,508,664  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,040,000    | 	 616          | 	 0            | 	 615,965,000  | 	 70,254,592 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,040,000    | 	 637          | 	 0            | 	 636,585,000  | 	 33,144,520 
 merge sort                     | 	 / 1 (n_const)  | 	 1,050,000    | 	 649          | 	 0            | 	 648,442,000  | 	 -77,072,384 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,050,000    | 	 462          | 	 0            | 	 461,457,000  | 	 6,553,616  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,050,000    | 	 300          | 	 0            | 	 299,331,000  | 	 5,501,456  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,050,000    | 	 644          | 	 0            | 	 643,853,000  | 	 88,498,800 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,050,000    | 	 618          | 	 0            | 	 617,621,000  | 	 40,372,224 
 merge sort                     | 	 / 1 (n_const)  | 	 1,060,000    | 	 670          | 	 0            | 	 669,560,000  | 	 -199,753,728 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,060,000    | 	 453          | 	 0            | 	 452,628,000  | 	 6,750,256  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,060,000    | 	 289          | 	 0            | 	 288,595,000  | 	 5,525,440  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,060,000    | 	 663          | 	 0            | 	 662,318,000  | 	 -88,606,720 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,060,000    | 	 675          | 	 0            | 	 675,090,000  | 	 -74,006,856 
 merge sort                     | 	 / 1 (n_const)  | 	 1,070,000    | 	 516          | 	 0            | 	 516,661,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,070,000    | 	 693          | 	 0            | 	 692,839,000  | 	 -113,770,496 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,070,000    | 	 306          | 	 0            | 	 305,497,000  | 	 5,772,208  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,070,000    | 	 533          | 	 0            | 	 532,284,000  | 	 98,328,576 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,070,000    | 	 691          | 	 0            | 	 690,304,000  | 	 -64,866,784 
 merge sort                     | 	 / 1 (n_const)  | 	 1,080,000    | 	 656          | 	 0            | 	 656,847,000  | 	 -174,063,616 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,080,000    | 	 470          | 	 0            | 	 469,722,000  | 	 6,553,616  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,080,000    | 	 335          | 	 0            | 	 334,409,000  | 	 5,536,296  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,080,000    | 	 664          | 	 0            | 	 663,626,000  | 	 -92,796,928 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,080,000    | 	 661          | 	 0            | 	 660,426,000  | 	 12,263,536 
 merge sort                     | 	 / 1 (n_const)  | 	 1,090,000    | 	 709          | 	 0            | 	 709,140,000  | 	 -15,206,400 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,090,000    | 	 784          | 	 0            | 	 783,900,000  | 	 -19,679,544 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,090,000    | 	 321          | 	 0            | 	 321,773,000  | 	 3,956,832  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,090,000    | 	 628          | 	 0            | 	 628,086,000  | 	 24,222,208 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,090,000    | 	 713          | 	 0            | 	 713,512,000  | 	 20,686,304 
 merge sort                     | 	 / 1 (n_const)  | 	 1,100,000    | 	 696          | 	 0            | 	 695,333,000  | 	 -8,855,512 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,100,000    | 	 753          | 	 0            | 	 752,715,000  | 	 -20,971,520 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,100,000    | 	 311          | 	 0            | 	 311,119,000  | 	 4,194,304  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,100,000    | 	 632          | 	 0            | 	 631,408,000  | 	 22,856,776 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,100,000    | 	 613          | 	 0            | 	 613,102,000  | 	 37,224,448 
 merge sort                     | 	 / 1 (n_const)  | 	 1,110,000    | 	 670          | 	 0            | 	 670,579,000  | 	 -99,614,720 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,110,000    | 	 463          | 	 0            | 	 463,538,000  | 	 9,959,424  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,110,000    | 	 291          | 	 0            | 	 290,952,000  | 	 5,707,920  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,110,000    | 	 669          | 	 0            | 	 668,664,000  | 	 -86,507,520 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,110,000    | 	 618          | 	 0            | 	 617,591,000  | 	 39,114,576 
 merge sort                     | 	 / 1 (n_const)  | 	 1,120,000    | 	 542          | 	 0            | 	 541,946,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,120,000    | 	 619          | 	 0            | 	 619,096,000  | 	 -267,386,880 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,120,000    | 	 306          | 	 0            | 	 305,831,000  | 	 5,576,000  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,120,000    | 	 716          | 	 0            | 	 715,960,000  | 	 -16,775,168 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,120,000    | 	 434          | 	 0            | 	 433,730,000  | 	 43,158,136 
 merge sort                     | 	 / 1 (n_const)  | 	 1,130,000    | 	 700          | 	 0            | 	 700,074,000  | 	 -12,103,760 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,130,000    | 	 485          | 	 0            | 	 484,910,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,130,000    | 	 296          | 	 0            | 	 295,948,000  | 	 5,598,208  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,130,000    | 	 649          | 	 0            | 	 649,040,000  | 	 -92,683,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,130,000    | 	 695          | 	 0            | 	 695,488,000  | 	 13,107,200 
 merge sort                     | 	 / 1 (n_const)  | 	 1,140,000    | 	 692          | 	 0            | 	 692,404,000  | 	 -11,741,184 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,140,000    | 	 807          | 	 0            | 	 806,399,000  | 	 -20,687,872 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,140,000    | 	 322          | 	 0            | 	 321,913,000  | 	 4,042,736  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,140,000    | 	 659          | 	 0            | 	 658,686,000  | 	 -23,618,048 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,140,000    | 	 719          | 	 0            | 	 718,453,000  | 	 17,474,464 
 merge sort                     | 	 / 1 (n_const)  | 	 1,150,000    | 	 587          | 	 0            | 	 586,609,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,150,000    | 	 564          | 	 0            | 	 564,507,000  | 	 -78,381,040 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,150,000    | 	 362          | 	 0            | 	 361,925,000  | 	 5,714,448  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,150,000    | 	 656          | 	 0            | 	 656,761,000  | 	 -30,408,704 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,150,000    | 	 730          | 	 0            | 	 729,527,000  | 	 37,224,448 
 merge sort                     | 	 / 1 (n_const)  | 	 1,160,000    | 	 662          | 	 0            | 	 661,430,000  | 	 -152,043,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,160,000    | 	 529          | 	 0            | 	 529,878,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,160,000    | 	 360          | 	 0            | 	 359,959,000  | 	 -159,917,136 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,160,000    | 	 659          | 	 0            | 	 658,613,000  | 	 87,033,856 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,160,000    | 	 583          | 	 0            | 	 583,189,000  | 	 -50,477,600 
 merge sort                     | 	 / 1 (n_const)  | 	 1,170,000    | 	 580          | 	 0            | 	 579,964,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,170,000    | 	 783          | 	 0            | 	 783,489,000  | 	 -248,092,944 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,170,000    | 	 347          | 	 0            | 	 346,594,000  | 	 3,626,032  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,170,000    | 	 602          | 	 0            | 	 602,712,000  | 	 96,626,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,170,000    | 	 627          | 	 0            | 	 627,159,000  | 	 38,227,264 
 merge sort                     | 	 / 1 (n_const)  | 	 1,180,000    | 	 591          | 	 0            | 	 590,139,000  | 	 -87,556,096 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,180,000    | 	 528          | 	 0            | 	 527,953,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,180,000    | 	 567          | 	 0            | 	 566,783,000  | 	 -142,459,152 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,180,000    | 	 717          | 	 0            | 	 716,086,000  | 	 97,216,168 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,180,000    | 	 718          | 	 0            | 	 717,455,000  | 	 20,360,864 
 merge sort                     | 	 / 1 (n_const)  | 	 1,190,000    | 	 599          | 	 0            | 	 598,855,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,190,000    | 	 757          | 	 0            | 	 756,684,000  | 	 -119,639,520 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,190,000    | 	 350          | 	 0            | 	 349,842,000  | 	 5,667,880  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,190,000    | 	 880          | 	 0            | 	 879,686,000  | 	 -23,595,008 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,190,000    | 	 499          | 	 0            | 	 499,003,000  | 	 45,720,096 
 merge sort                     | 	 / 1 (n_const)  | 	 1,200,000    | 	 637          | 	 0            | 	 637,184,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,200,000    | 	 581          | 	 0            | 	 581,108,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,200,000    | 	 405          | 	 0            | 	 404,753,000  | 	 -111,777,744 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,200,000    | 	 700          | 	 0            | 	 699,922,000  | 	 83,361,792 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,200,000    | 	 615          | 	 0            | 	 615,111,000  | 	 -51,763,136 
 merge sort                     | 	 / 1 (n_const)  | 	 1,210,000    | 	 636          | 	 0            | 	 635,768,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,210,000    | 	 550          | 	 0            | 	 550,219,000  | 	 -218,136,512 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,210,000    | 	 356          | 	 0            | 	 356,033,000  | 	 5,631,400  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,210,000    | 	 697          | 	 0            | 	 697,509,000  | 	 -28,833,792 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,210,000    | 	 700          | 	 0            | 	 700,279,000  | 	 39,073,968 
 merge sort                     | 	 / 1 (n_const)  | 	 1,220,000    | 	 674          | 	 0            | 	 673,947,000  | 	 -153,092,096 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,220,000    | 	 570          | 	 0            | 	 569,889,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,220,000    | 	 371          | 	 0            | 	 370,654,000  | 	 5,707,408  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,220,000    | 	 850          | 	 0            | 	 849,955,000  | 	 -5,242,880 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,220,000    | 	 483          | 	 0            | 	 482,657,000  | 	 44,806,240 
 merge sort                     | 	 / 1 (n_const)  | 	 1,230,000    | 	 623          | 	 0            | 	 622,266,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,230,000    | 	 546          | 	 0            | 	 546,212,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,230,000    | 	 380          | 	 0            | 	 380,428,000  | 	 -114,369,064 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,230,000    | 	 872          | 	 0            | 	 871,585,000  | 	 -5,769,216 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,230,000    | 	 783          | 	 0            | 	 783,279,000  | 	 33,264,560 
 merge sort                     | 	 / 1 (n_const)  | 	 1,240,000    | 	 732          | 	 0            | 	 732,097,000  | 	 -145,752,064 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,240,000    | 	 584          | 	 0            | 	 583,991,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,240,000    | 	 442          | 	 0            | 	 441,602,000  | 	 5,666,744  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,240,000    | 	 928          | 	 0            | 	 928,326,000  | 	 3,147,776  
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,240,000    | 	 888          | 	 0            | 	 888,843,000  | 	 35,127,296 
 merge sort                     | 	 / 1 (n_const)  | 	 1,250,000    | 	 769          | 	 0            | 	 769,217,000  | 	 -140,509,184 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,250,000    | 	 602          | 	 0            | 	 601,927,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,250,000    | 	 403          | 	 0            | 	 402,933,000  | 	 5,643,480  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,250,000    | 	 747          | 	 0            | 	 747,646,000  | 	 -137,467,392 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,250,000    | 	 695          | 	 0            | 	 694,806,000  | 	 40,156,672 
 merge sort                     | 	 / 1 (n_const)  | 	 1,260,000    | 	 889          | 	 0            | 	 888,999,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,260,000    | 	 781          | 	 0            | 	 781,331,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,260,000    | 	 696          | 	 0            | 	 695,692,000  | 	 -142,769,944 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,260,000    | 	 952          | 	 0            | 	 951,871,000  | 	 78,116,864 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,260,000    | 	 804          | 	 0            | 	 803,519,000  | 	 28,873,088 
 merge sort                     | 	 / 1 (n_const)  | 	 1,270,000    | 	 708          | 	 0            | 	 707,725,000  | 	 5,242,880  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,270,000    | 	 766          | 	 0            | 	 766,755,000  | 	 -15,465,984 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,270,000    | 	 408          | 	 0            | 	 408,492,000  | 	 5,631,984  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,270,000    | 	 956          | 	 0            | 	 956,562,000  | 	 -7,342,080 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,270,000    | 	 944          | 	 0            | 	 944,066,000  | 	 48,062,560 
 merge sort                     | 	 / 1 (n_const)  | 	 1,280,000    | 	 700          | 	 0            | 	 699,981,000  | 	 -156,237,824 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,280,000    | 	 592          | 	 0            | 	 592,004,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,280,000    | 	 372          | 	 0            | 	 371,785,000  | 	 5,719,216  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,280,000    | 	 752          | 	 0            | 	 752,172,000  | 	 105,379,840 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,280,000    | 	 924          | 	 0            | 	 923,940,000  | 	 18,420,024 
 merge sort                     | 	 / 1 (n_const)  | 	 1,290,000    | 	 815          | 	 0            | 	 814,339,000  | 	 -16,928,256 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,290,000    | 	 585          | 	 0            | 	 585,463,000  | 	 10,027,024 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,290,000    | 	 371          | 	 0            | 	 370,539,000  | 	 5,699,664  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,290,000    | 	 945          | 	 0            | 	 945,220,000  | 	 68,155,392 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,290,000    | 	 795          | 	 0            | 	 794,676,000  | 	 35,791,080 
 merge sort                     | 	 / 1 (n_const)  | 	 1,300,000    | 	 918          | 	 0            | 	 917,611,000  | 	 -15,096,768 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,300,000    | 	 605          | 	 0            | 	 604,919,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,300,000    | 	 407          | 	 0            | 	 406,401,000  | 	 5,698,000  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,300,000    | 	 809          | 	 0            | 	 808,600,000  | 	 108,739,304 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,300,000    | 	 775          | 	 0            | 	 775,041,000  | 	 41,869,824 
 merge sort                     | 	 / 1 (n_const)  | 	 1,310,000    | 	 694          | 	 0            | 	 694,000,000  | 	 -92,274,688 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,310,000    | 	 607          | 	 0            | 	 607,244,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,310,000    | 	 437          | 	 0            | 	 436,352,000  | 	 -120,714,464 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,310,000    | 	 888          | 	 0            | 	 887,801,000  | 	 95,946,752 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,310,000    | 	 845          | 	 0            | 	 845,487,000  | 	 34,080,768 
 merge sort                     | 	 / 1 (n_const)  | 	 1,320,000    | 	 883          | 	 0            | 	 882,861,000  | 	 -236,453,888 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,320,000    | 	 635          | 	 0            | 	 634,909,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,320,000    | 	 460          | 	 0            | 	 460,569,000  | 	 6,593,888  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,320,000    | 	 861          | 	 0            | 	 861,363,000  | 	 112,195,584 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,320,000    | 	 1,006        | 	 1            | 	 5,594,000    | 	 -23,662,160 
 merge sort                     | 	 / 1 (n_const)  | 	 1,330,000    | 	 748          | 	 0            | 	 747,779,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,330,000    | 	 671          | 	 0            | 	 671,621,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,330,000    | 	 447          | 	 0            | 	 447,235,000  | 	 6,620,224  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,330,000    | 	 758          | 	 0            | 	 758,092,000  | 	 104,998,856 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,330,000    | 	 752          | 	 0            | 	 752,503,000  | 	 45,899,840 
 merge sort                     | 	 / 1 (n_const)  | 	 1,340,000    | 	 722          | 	 0            | 	 722,320,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,340,000    | 	 650          | 	 0            | 	 650,056,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,340,000    | 	 431          | 	 0            | 	 430,871,000  | 	 -124,897,360 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,340,000    | 	 920          | 	 0            | 	 919,938,000  | 	 -7,862,272 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,340,000    | 	 812          | 	 0            | 	 811,990,000  | 	 45,613,056 
 merge sort                     | 	 / 1 (n_const)  | 	 1,350,000    | 	 748          | 	 0            | 	 747,740,000  | 	 -158,334,976 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,350,000    | 	 602          | 	 0            | 	 601,780,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,350,000    | 	 397          | 	 0            | 	 397,139,000  | 	 6,641,592  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,350,000    | 	 840          | 	 0            | 	 839,655,000  | 	 88,078,336 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,350,000    | 	 762          | 	 0            | 	 762,170,000  | 	 -51,750,216 
 merge sort                     | 	 / 1 (n_const)  | 	 1,360,000    | 	 708          | 	 0            | 	 707,986,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,360,000    | 	 633          | 	 0            | 	 633,108,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,360,000    | 	 724          | 	 0            | 	 724,446,000  | 	 -20,475,440 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,360,000    | 	 760          | 	 0            | 	 760,545,000  | 	 103,809,024 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,360,000    | 	 885          | 	 0            | 	 884,816,000  | 	 -28,311,552 
 merge sort                     | 	 / 1 (n_const)  | 	 1,370,000    | 	 868          | 	 0            | 	 867,512,000  | 	 -232,261,632 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,370,000    | 	 639          | 	 0            | 	 638,895,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,370,000    | 	 461          | 	 0            | 	 460,361,000  | 	 6,585,192  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,370,000    | 	 891          | 	 0            | 	 890,854,000  | 	 -100,661,248 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,370,000    | 	 743          | 	 0            | 	 743,539,000  | 	 48,208,992 
 merge sort                     | 	 / 1 (n_const)  | 	 1,380,000    | 	 772          | 	 0            | 	 771,946,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,380,000    | 	 705          | 	 0            | 	 705,551,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,380,000    | 	 466          | 	 0            | 	 466,084,000  | 	 6,654,600  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,380,000    | 	 1,100        | 	 1            | 	 100,756,000  | 	 16,250,880 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,380,000    | 	 824          | 	 0            | 	 824,268,000  | 	 51,366,912 
 merge sort                     | 	 / 1 (n_const)  | 	 1,390,000    | 	 787          | 	 0            | 	 787,205,000  | 	 -160,432,128 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,390,000    | 	 677          | 	 0            | 	 677,785,000  | 	 9,959,424  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,390,000    | 	 668          | 	 0            | 	 668,422,000  | 	 -221,476,480 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,390,000    | 	 898          | 	 0            | 	 898,082,000  | 	 101,292,672 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,390,000    | 	 973          | 	 0            | 	 973,865,000  | 	 -27,265,024 
 merge sort                     | 	 / 1 (n_const)  | 	 1,400,000    | 	 864          | 	 0            | 	 863,379,000  | 	 -243,795,968 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,400,000    | 	 667          | 	 0            | 	 667,531,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,400,000    | 	 657          | 	 0            | 	 657,179,000  | 	 -130,125,704 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,400,000    | 	 843          | 	 0            | 	 843,218,000  | 	 102,658,544 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,400,000    | 	 974          | 	 0            | 	 973,426,000  | 	 -26,927,792 
 merge sort                     | 	 / 1 (n_const)  | 	 1,410,000    | 	 903          | 	 0            | 	 902,964,000  | 	 -242,745,344 
