 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,150,000    | 	 2,321        | 	 2            | 	 321,860,000  | 	 19,136,528 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,150,000    | 	 2,593        | 	 2            | 	 592,829,000  | 	 -67,070,048 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,150,000    | 	 3,896        | 	 3            | 	 895,802,000  | 	 150,470,656 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,150,000    | 	 3,992        | 	 3            | 	 992,416,000  | 	 64,483,096 
 merge sort                     | 	 / 1 (n_const)  | 	 4,160,000    | 	 2,978        | 	 2            | 	 978,303,000  | 	 -286,263,296 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,160,000    | 	 3,058        | 	 3            | 	 57,578,000   | 	 -57,673,728 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,160,000    | 	 2,496        | 	 2            | 	 496,627,000  | 	 -113,575,184 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,160,000    | 	 5,681        | 	 5            | 	 681,356,000  | 	 72,873,984 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,160,000    | 	 3,437        | 	 3            | 	 437,599,000  | 	 135,792,640 
 merge sort                     | 	 / 1 (n_const)  | 	 4,170,000    | 	 2,679        | 	 2            | 	 678,248,000  | 	 -228,589,568 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,170,000    | 	 2,320        | 	 2            | 	 319,542,000  | 	 20,283,440 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,170,000    | 	 2,249        | 	 2            | 	 249,093,000  | 	 -308,274,720 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,170,000    | 	 4,953        | 	 4            | 	 952,989,000  | 	 60,291,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,170,000    | 	 4,041        | 	 4            | 	 40,352,000   | 	 -283,115,520 
 merge sort                     | 	 / 1 (n_const)  | 	 4,180,000    | 	 2,742        | 	 2            | 	 742,132,000  | 	 -49,283,072 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,180,000    | 	 2,698        | 	 2            | 	 697,908,000  | 	 -63,438,848 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,180,000    | 	 2,063        | 	 2            | 	 63,637,000   | 	 -106,238,296 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,180,000    | 	 3,982        | 	 3            | 	 981,704,000  | 	 301,989,888 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,180,000    | 	 4,665        | 	 4            | 	 664,762,000  | 	 -275,251,200 
 merge sort                     | 	 / 1 (n_const)  | 	 4,190,000    | 	 2,644        | 	 2            | 	 643,662,000  | 	 16,777,216 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,190,000    | 	 2,405        | 	 2            | 	 405,088,000  | 	 16,777,216 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,190,000    | 	 1,580        | 	 1            | 	 580,176,000  | 	 17,299,456 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,190,000    | 	 4,631        | 	 4            | 	 630,924,000  | 	 13,105,152 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,190,000    | 	 3,779        | 	 3            | 	 778,332,000  | 	 135,266,304 
 merge sort                     | 	 / 1 (n_const)  | 	 4,200,000    | 	 2,610        | 	 2            | 	 610,258,000  | 	 17,825,792 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,200,000    | 	 2,899        | 	 2            | 	 899,183,000  | 	 -58,198,016 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,200,000    | 	 2,267        | 	 2            | 	 266,973,000  | 	 -194,637,248 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,200,000    | 	 3,860        | 	 3            | 	 860,790,000  | 	 121,632,768 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,200,000    | 	 3,739        | 	 3            | 	 739,465,000  | 	 115,341,312 
 merge sort                     | 	 / 1 (n_const)  | 	 4,210,000    | 	 2,958        | 	 2            | 	 958,676,000  | 	 -358,088,704 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,210,000    | 	 2,725        | 	 2            | 	 725,596,000  | 	 -75,497,472 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,210,000    | 	 2,373        | 	 2            | 	 372,923,000  | 	 -133,631,064 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,210,000    | 	 5,449        | 	 5            | 	 448,697,000  | 	 38,275,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,210,000    | 	 3,479        | 	 3            | 	 478,859,000  | 	 153,614,336 
 merge sort                     | 	 / 1 (n_const)  | 	 4,220,000    | 	 2,680        | 	 2            | 	 679,917,000  | 	 18,350,080 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,220,000    | 	 2,460        | 	 2            | 	 460,063,000  | 	 21,463,104 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,220,000    | 	 1,743        | 	 1            | 	 743,389,000  | 	 18,592,000 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,220,000    | 	 5,793        | 	 5            | 	 792,975,000  | 	 184,025,088 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,220,000    | 	 3,563        | 	 3            | 	 563,287,000  | 	 148,847,912 
 merge sort                     | 	 / 1 (n_const)  | 	 4,230,000    | 	 2,828        | 	 2            | 	 828,842,000  | 	 -23,412,048 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,230,000    | 	 2,631        | 	 2            | 	 630,602,000  | 	 -72,852,000 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,230,000    | 	 2,414        | 	 2            | 	 414,158,000  | 	 -83,156,800 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,230,000    | 	 3,833        | 	 3            | 	 832,626,000  | 	 241,172,480 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,230,000    | 	 3,708        | 	 3            | 	 708,759,000  | 	 127,926,272 
 merge sort                     | 	 / 1 (n_const)  | 	 4,240,000    | 	 3,120        | 	 3            | 	 120,233,000  | 	 -26,825,488 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,240,000    | 	 3,429        | 	 3            | 	 429,656,000  | 	 -79,691,776 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,240,000    | 	 2,526        | 	 2            | 	 526,953,000  | 	 -73,709,920 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,240,000    | 	 3,989        | 	 3            | 	 989,886,000  | 	 232,370,808 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,240,000    | 	 4,152        | 	 4            | 	 152,189,000  | 	 93,323,264 
 merge sort                     | 	 / 1 (n_const)  | 	 4,250,000    | 	 2,956        | 	 2            | 	 956,580,000  | 	 -266,338,304 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,250,000    | 	 2,547        | 	 2            | 	 546,753,000  | 	 21,364,768 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,250,000    | 	 2,265        | 	 2            | 	 265,426,000  | 	 -358,664,128 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,250,000    | 	 7,867        | 	 7            | 	 867,322,000  | 	 37,748,736 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,250,000    | 	 3,910        | 	 3            | 	 910,083,000  | 	 -295,696,384 
 merge sort                     | 	 / 1 (n_const)  | 	 4,260,000    | 	 2,624        | 	 2            | 	 624,532,000  | 	 -229,638,144 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,260,000    | 	 2,843        | 	 2            | 	 842,797,000  | 	 -17,563,632 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,260,000    | 	 1,689        | 	 1            | 	 689,372,000  | 	 18,402,896 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,260,000    | 	 6,132        | 	 6            | 	 132,252,000  | 	 202,373,120 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,260,000    | 	 4,072        | 	 4            | 	 72,558,000   | 	 -296,747,008 
 merge sort                     | 	 / 1 (n_const)  | 	 4,270,000    | 	 2,939        | 	 2            | 	 939,167,000  | 	 -91,752,448 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,270,000    | 	 3,525        | 	 3            | 	 525,361,000  | 	 -82,313,216 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,270,000    | 	 2,551        | 	 2            | 	 551,414,000  | 	 -76,839,280 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,270,000    | 	 4,427        | 	 4            | 	 426,672,000  | 	 241,172,480 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,270,000    | 	 3,476        | 	 3            | 	 476,400,000  | 	 168,822,784 
 merge sort                     | 	 / 1 (n_const)  | 	 4,280,000    | 	 2,830        | 	 2            | 	 829,834,000  | 	 17,825,792 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,280,000    | 	 2,966        | 	 2            | 	 966,775,000  | 	 -150,732,784 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,280,000    | 	 1,664        | 	 1            | 	 663,845,000  | 	 18,538,296 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,280,000    | 	 3,385        | 	 3            | 	 385,349,000  | 	 221,775,872 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,280,000    | 	 3,755        | 	 3            | 	 755,584,000  | 	 135,256,456 
 merge sort                     | 	 / 1 (n_const)  | 	 4,290,000    | 	 2,898        | 	 2            | 	 897,890,000  | 	 -20,971,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,290,000    | 	 3,219        | 	 3            | 	 219,026,000  | 	 -220,650,688 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,290,000    | 	 2,240        | 	 2            | 	 240,482,000  | 	 -70,123,904 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,290,000    | 	 6,342        | 	 6            | 	 342,077,000  | 	 220,198,920 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,290,000    | 	 3,659        | 	 3            | 	 659,492,000  | 	 153,079,632 
 merge sort                     | 	 / 1 (n_const)  | 	 4,300,000    | 	 2,947        | 	 2            | 	 946,344,000  | 	 -20,971,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,300,000    | 	 3,348        | 	 3            | 	 348,697,000  | 	 -206,382,288 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,300,000    | 	 2,172        | 	 2            | 	 171,578,000  | 	 -134,298,048 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,300,000    | 	 4,740        | 	 4            | 	 739,964,000  | 	 93,325,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,300,000    | 	 4,027        | 	 4            | 	 26,824,000   | 	 72,351,744 
 merge sort                     | 	 / 1 (n_const)  | 	 4,310,000    | 	 3,120        | 	 3            | 	 120,353,000  | 	 -338,167,808 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,310,000    | 	 3,553        | 	 3            | 	 552,628,000  | 	 -79,691,776 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,310,000    | 	 2,404        | 	 2            | 	 404,613,000  | 	 -71,606,232 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,310,000    | 	 4,585        | 	 4            | 	 584,698,000  | 	 135,790,592 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,310,000    | 	 3,848        | 	 3            | 	 847,941,000  | 	 64,489,472 
 merge sort                     | 	 / 1 (n_const)  | 	 4,320,000    | 	 2,937        | 	 2            | 	 936,800,000  | 	 -331,874,304 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,320,000    | 	 2,938        | 	 2            | 	 937,408,000  | 	 -17,563,632 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,320,000    | 	 1,732        | 	 1            | 	 732,128,000  | 	 19,013,016 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,320,000    | 	 5,265        | 	 5            | 	 264,897,000  | 	 -76,019,712 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,320,000    | 	 4,148        | 	 4            | 	 147,751,000  | 	 79,691,776 
 merge sort                     | 	 / 1 (n_const)  | 	 4,330,000    | 	 3,101        | 	 3            | 	 100,167,000  | 	 -338,167,808 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,330,000    | 	 2,741        | 	 2            | 	 740,963,000  | 	 -7,995,360 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,330,000    | 	 1,645        | 	 1            | 	 645,022,000  | 	 18,613,488 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,330,000    | 	 5,242        | 	 5            | 	 242,662,000  | 	 -99,092,480 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,330,000    | 	 3,660        | 	 3            | 	 660,428,000  | 	 94,896,128 
 merge sort                     | 	 / 1 (n_const)  | 	 4,340,000    | 	 3,148        | 	 3            | 	 147,775,000  | 	 17,825,792 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,340,000    | 	 2,824        | 	 2            | 	 824,427,000  | 	 -130,613,200 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,340,000    | 	 2,685        | 	 2            | 	 684,507,000  | 	 -219,758,112 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,340,000    | 	 3,769        | 	 3            | 	 768,813,000  | 	 239,075,328 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,340,000    | 	 3,951        | 	 3            | 	 951,400,000  | 	 135,266,304 
 merge sort                     | 	 / 1 (n_const)  | 	 4,350,000    | 	 3,073        | 	 3            | 	 73,594,000   | 	 -20,449,232 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,350,000    | 	 2,505        | 	 2            | 	 505,101,000  | 	 30,916,688 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,350,000    | 	 2,605        | 	 2            | 	 604,427,000  | 	 -80,740,352 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,350,000    | 	 4,822        | 	 4            | 	 821,613,000  | 	 239,077,376 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,350,000    | 	 3,909        | 	 3            | 	 909,515,000  | 	 128,974,848 
 merge sort                     | 	 / 1 (n_const)  | 	 4,360,000    | 	 2,833        | 	 2            | 	 832,304,000  | 	 -20,971,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,360,000    | 	 2,589        | 	 2            | 	 589,163,000  | 	 30,867,504 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,360,000    | 	 2,395        | 	 2            | 	 394,701,000  | 	 -21,392,936 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,360,000    | 	 5,094        | 	 5            | 	 94,147,000   | 	 66,584,576 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,360,000    | 	 4,530        | 	 4            | 	 530,487,000  | 	 -241,696,768 
 merge sort                     | 	 / 1 (n_const)  | 	 4,370,000    | 	 3,048        | 	 3            | 	 47,991,000   | 	 -328,204,288 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,370,000    | 	 3,660        | 	 3            | 	 659,629,000  | 	 -208,666,624 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,370,000    | 	 2,147        | 	 2            | 	 146,196,000  | 	 -188,525,624 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,370,000    | 	 4,455        | 	 4            | 	 454,963,000  | 	 142,606,336 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,370,000    | 	 4,100        | 	 4            | 	 100,121,000  | 	 68,157,440 
 merge sort                     | 	 / 1 (n_const)  | 	 4,380,000    | 	 3,212        | 	 3            | 	 212,334,000  | 	 -342,886,400 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,380,000    | 	 2,991        | 	 2            | 	 990,914,000  | 	 -7,929,808 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,380,000    | 	 1,792        | 	 1            | 	 792,377,000  | 	 18,665,456 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,380,000    | 	 6,264        | 	 6            | 	 264,043,000  | 	 210,241,536 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,380,000    | 	 3,803        | 	 3            | 	 802,769,000  | 	 157,284,352 
 merge sort                     | 	 / 1 (n_const)  | 	 4,390,000    | 	 2,999        | 	 2            | 	 999,341,000  | 	 -20,971,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,390,000    | 	 3,601        | 	 3            | 	 600,429,000  | 	 -210,239,488 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,390,000    | 	 2,434        | 	 2            | 	 434,190,000  | 	 -195,559,424 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,390,000    | 	 4,990        | 	 4            | 	 989,651,000  | 	 240,648,192 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,390,000    | 	 3,817        | 	 3            | 	 816,647,000  | 	 136,835,992 
 merge sort                     | 	 / 1 (n_const)  | 	 4,400,000    | 	 2,886        | 	 2            | 	 886,323,000  | 	 -20,971,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,400,000    | 	 3,677        | 	 3            | 	 676,618,000  | 	 -205,522,944 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,400,000    | 	 2,412        | 	 2            | 	 411,890,000  | 	 -197,046,544 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,400,000    | 	 3,981        | 	 3            | 	 981,441,000  | 	 234,878,984 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,400,000    | 	 4,106        | 	 4            | 	 105,239,000  | 	 172,490,752 
 merge sort                     | 	 / 1 (n_const)  | 	 4,410,000    | 	 3,248        | 	 3            | 	 247,706,000  | 	 -86,317,296 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,410,000    | 	 3,884        | 	 3            | 	 883,391,000  | 	 -76,021,760 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,410,000    | 	 1,655        | 	 1            | 	 655,338,000  | 	 13,420,416 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,410,000    | 	 5,027        | 	 5            | 	 26,511,000   | 	 240,123,944 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,410,000    | 	 4,464        | 	 4            | 	 463,849,000  | 	 94,896,128 
 merge sort                     | 	 / 1 (n_const)  | 	 4,420,000    | 	 3,163        | 	 3            | 	 162,499,000  | 	 -344,457,216 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,420,000    | 	 2,785        | 	 2            | 	 785,750,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,420,000    | 	 1,819        | 	 1            | 	 818,630,000  | 	 18,474,488 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,420,000    | 	 5,587        | 	 5            | 	 586,686,000  | 	 -85,460,992 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,420,000    | 	 4,050        | 	 4            | 	 49,292,000   | 	 83,361,792 
 merge sort                     | 	 / 1 (n_const)  | 	 4,430,000    | 	 2,938        | 	 2            | 	 938,300,000  | 	 17,825,792 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,430,000    | 	 3,014        | 	 3            | 	 14,277,000   | 	 -143,261,664 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,430,000    | 	 1,727        | 	 1            | 	 727,091,000  | 	 18,467,424 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,430,000    | 	 5,806        | 	 5            | 	 805,871,000  | 	 264,763,392 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,430,000    | 	 3,884        | 	 3            | 	 884,021,000  | 	 -304,132,696 
 merge sort                     | 	 / 1 (n_const)  | 	 4,440,000    | 	 3,227        | 	 3            | 	 227,587,000  | 	 -274,726,912 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,440,000    | 	 2,551        | 	 2            | 	 551,418,000  | 	 30,900,288 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,440,000    | 	 2,514        | 	 2            | 	 513,991,000  | 	 -98,728,552 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,440,000    | 	 3,596        | 	 3            | 	 595,695,000  | 	 270,532,608 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,440,000    | 	 4,335        | 	 4            | 	 335,815,000  | 	 121,110,528 
 merge sort                     | 	 / 1 (n_const)  | 	 4,450,000    | 	 3,163        | 	 3            | 	 162,727,000  | 	 -389,023,744 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,450,000    | 	 3,185        | 	 3            | 	 184,861,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,450,000    | 	 1,910        | 	 1            | 	 909,950,000  | 	 18,652,008 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,450,000    | 	 6,683        | 	 6            | 	 682,790,000  | 	 208,142,336 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,450,000    | 	 3,891        | 	 3            | 	 891,212,000  | 	 159,381,504 
 merge sort                     | 	 / 1 (n_const)  | 	 4,460,000    | 	 2,898        | 	 2            | 	 898,798,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,460,000    | 	 2,591        | 	 2            | 	 591,609,000  | 	 -7,995,360 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,460,000    | 	 2,319        | 	 2            | 	 319,439,000  | 	 -188,153,008 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,460,000    | 	 6,479        | 	 6            | 	 478,135,000  | 	 71,301,120 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,460,000    | 	 4,394        | 	 4            | 	 393,203,000  | 	 -323,485,696 
 merge sort                     | 	 / 1 (n_const)  | 	 4,470,000    | 	 2,982        | 	 2            | 	 981,545,000  | 	 -277,872,640 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,470,000    | 	 2,631        | 	 2            | 	 631,954,000  | 	 30,801,952 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,470,000    | 	 2,759        | 	 2            | 	 759,728,000  | 	 -20,263,304 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,470,000    | 	 6,339        | 	 6            | 	 338,971,000  | 	 42,467,328 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,470,000    | 	 4,105        | 	 4            | 	 105,111,000  | 	 -295,176,192 
 merge sort                     | 	 / 1 (n_const)  | 	 4,480,000    | 	 3,225        | 	 3            | 	 225,458,000  | 	 -351,797,248 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,480,000    | 	 2,986        | 	 2            | 	 986,200,000  | 	 -7,897,024 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,480,000    | 	 1,766        | 	 1            | 	 766,686,000  | 	 19,544,368 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,480,000    | 	 6,734        | 	 6            | 	 733,785,000  | 	 218,103,808 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,480,000    | 	 3,865        | 	 3            | 	 865,046,000  | 	 163,041,504 
 merge sort                     | 	 / 1 (n_const)  | 	 4,490,000    | 	 3,104        | 	 3            | 	 104,758,000  | 	 -88,575,384 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,490,000    | 	 2,925        | 	 2            | 	 925,203,000  | 	 -7,995,360 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,490,000    | 	 1,798        | 	 1            | 	 798,753,000  | 	 19,388,264 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,490,000    | 	 4,951        | 	 4            | 	 951,430,000  | 	 235,403,264 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,490,000    | 	 4,337        | 	 4            | 	 336,689,000  | 	 -307,755,008 
 merge sort                     | 	 / 1 (n_const)  | 	 4,500,000    | 	 3,097        | 	 3            | 	 97,218,000   | 	 -282,066,944 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,500,000    | 	 2,521        | 	 2            | 	 520,960,000  | 	 30,670,864 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,500,000    | 	 2,731        | 	 2            | 	 730,779,000  | 	 -87,558,144 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,500,000    | 	 4,132        | 	 4            | 	 131,546,000  | 	 243,269,632 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,500,000    | 	 4,330        | 	 4            | 	 330,160,000  | 	 134,215,688 
 merge sort                     | 	 / 1 (n_const)  | 	 4,510,000    | 	 2,789        | 	 2            | 	 789,452,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,510,000    | 	 2,966        | 	 2            | 	 966,386,000  | 	 -7,995,360 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,510,000    | 	 2,674        | 	 2            | 	 674,173,000  | 	 -180,574,000 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,510,000    | 	 7,008        | 	 7            | 	 7,680,000    | 	 74,448,896 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,510,000    | 	 4,097        | 	 4            | 	 97,496,000   | 	 -315,097,088 
 merge sort                     | 	 / 1 (n_const)  | 	 4,520,000    | 	 3,202        | 	 3            | 	 201,891,000  | 	 -272,629,760 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,520,000    | 	 2,619        | 	 2            | 	 618,569,000  | 	 30,801,952 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,520,000    | 	 2,770        | 	 2            | 	 769,648,000  | 	 -94,576,032 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,520,000    | 	 5,267        | 	 5            | 	 267,352,000  | 	 247,986,176 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,520,000    | 	 4,166        | 	 4            | 	 166,431,000  | 	 79,167,488 
 merge sort                     | 	 / 1 (n_const)  | 	 4,530,000    | 	 3,042        | 	 3            | 	 42,300,000   | 	 -69,206,016 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,530,000    | 	 3,778        | 	 3            | 	 777,008,000  | 	 -492,832,768 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,530,000    | 	 2,379        | 	 2            | 	 379,179,000  | 	 -139,460,608 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,530,000    | 	 6,108        | 	 6            | 	 107,282,000  | 	 37,750,784 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,530,000    | 	 3,967        | 	 3            | 	 967,439,000  | 	 154,140,672 
 merge sort                     | 	 / 1 (n_const)  | 	 4,540,000    | 	 3,066        | 	 3            | 	 66,658,000   | 	 -88,409,808 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,540,000    | 	 3,304        | 	 3            | 	 303,891,000  | 	 -72,351,744 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,540,000    | 	 2,291        | 	 2            | 	 291,592,000  | 	 -148,312,752 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,540,000    | 	 5,868        | 	 5            | 	 868,485,000  | 	 270,534,656 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,540,000    | 	 4,215        | 	 4            | 	 215,072,000  | 	 108,005,376 
