idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
388, Linked Hashmap                 , 	 / 1      ," 	 780,000      ", 	 416          ,0," 	 415,845,000  "," 	 64,485,376 "
389, Stream + parallel + sort       , 	 / 1      ," 	 780,000      ", 	 607          ,0," 	 606,761,000  "," 	 21,106,232 "
390, merge sort                     , 	 / 1      ," 	 790,000      ", 	 504          ,0," 	 504,600,000  "," 	 4,194,304  "
391, Arrays.sort                    , 	 / 1      ," 	 790,000      ", 	 546          ,0," 	 545,346,000  "," 	 -104,859,648 "
392, Arrays.parallelSort            , 	 / 1      ," 	 790,000      ", 	 308          ,0," 	 307,362,000  "," 	 4,346,376  "
393, Linked Hashmap                 , 	 / 1      ," 	 790,000      ", 	 446          ,0," 	 446,075,000  "," 	 69,730,304 "
394, Stream + parallel + sort       , 	 / 1      ," 	 790,000      ", 	 595          ,0," 	 594,768,000  "," 	 22,678,000 "
395, merge sort                     , 	 / 1      ," 	 800,000      ", 	 412          ,0," 	 412,936,000  "," 	 4,194,304  "
396, Arrays.sort                    , 	 / 1      ," 	 800,000      ", 	 445          ,0," 	 444,708,000  "," 	 -104,335,360 "
397, Arrays.parallelSort            , 	 / 1      ," 	 800,000      ", 	 258          ,0," 	 257,885,000  "," 	 4,362,904  "
398, Linked Hashmap                 , 	 / 1      ," 	 800,000      ", 	 449          ,0," 	 449,731,000  "," 	 68,155,392 "
399, Stream + parallel + sort       , 	 / 1      ," 	 800,000      ", 	 515          ,0," 	 515,020,000  "," 	 -133,548,472 "
400, merge sort                     , 	 / 1      ," 	 810,000      ", 	 429          ,0," 	 428,525,000  "," 	 4,194,304  "
401, Arrays.sort                    , 	 / 1      ," 	 810,000      ", 	 375          ,0," 	 375,307,000  "," 	 5,636,128  "
402, Arrays.parallelSort            , 	 / 1      ," 	 810,000      ", 	 214          ,0," 	 213,910,000  "," 	 4,413,488  "
403, Linked Hashmap                 , 	 / 1      ," 	 810,000      ", 	 770          ,0," 	 770,181,000  "," 	 -95,946,752 "
404, Stream + parallel + sort       , 	 / 1      ," 	 810,000      ", 	 574          ,0," 	 573,938,000  "," 	 18,074,080 "
405, merge sort                     , 	 / 1      ," 	 820,000      ", 	 494          ,0," 	 493,952,000  "," 	 -111,149,056 "
406, Arrays.sort                    , 	 / 1      ," 	 820,000      ", 	 384          ,0," 	 383,888,000  "," 	 5,505,040  "
407, Arrays.parallelSort            , 	 / 1      ," 	 820,000      ", 	 253          ,0," 	 252,422,000  "," 	 4,357,120  "
408, Linked Hashmap                 , 	 / 1      ," 	 820,000      ", 	 415          ,0," 	 414,223,000  "," 	 -67,945,488 "
409, Stream + parallel + sort       , 	 / 1      ," 	 820,000      ", 	 579          ,0," 	 579,067,000  "," 	 -82,585,584 "
410, merge sort                     , 	 / 1      ," 	 830,000      ", 	 557          ,0," 	 556,897,000  "," 	 4,194,304  "
411, Arrays.sort                    , 	 / 1      ," 	 830,000      ", 	 579          ,0," 	 578,762,000  "," 	 5,701,680  "
412, Arrays.parallelSort            , 	 / 1      ," 	 830,000      ", 	 404          ,0," 	 403,769,000  "," 	 -97,272,736 "
413, Linked Hashmap                 , 	 / 1      ," 	 830,000      "," 	 1,386        ",1," 	 386,267,000  "," 	 65,221,536 "
414, Stream + parallel + sort       , 	 / 1      ," 	 830,000      "," 	 1,297        ",1," 	 296,329,000  "," 	 24,049,152 "
415, merge sort                     , 	 / 1      ," 	 840,000      ", 	 617          ,0," 	 617,238,000  "," 	 4,194,304  "
416, Arrays.sort                    , 	 / 1      ," 	 840,000      ", 	 447          ,0," 	 447,081,000  "," 	 -99,221,472 "
417, Arrays.parallelSort            , 	 / 1      ," 	 840,000      ", 	 308          ,0," 	 308,361,000  "," 	 4,422,424  "
418, Linked Hashmap                 , 	 / 1      ," 	 840,000      ", 	 574          ,0," 	 574,043,000  "," 	 -21,495,808 "
419, Stream + parallel + sort       , 	 / 1      ," 	 840,000      ", 	 326          ,0," 	 325,548,000  "," 	 32,473,264 "
420, merge sort                     , 	 / 1      ," 	 850,000      ", 	 433          ,0," 	 432,501,000  "," 	 4,194,304  "
421, Arrays.sort                    , 	 / 1      ," 	 850,000      ", 	 410          ,0," 	 409,282,000  "," 	 5,734,464  "
422, Arrays.parallelSort            , 	 / 1      ," 	 850,000      ", 	 225          ,0," 	 225,186,000  "," 	 4,440,576  "
423, Linked Hashmap                 , 	 / 1      ," 	 850,000      ", 	 542          ,0," 	 541,112,000  "," 	 -46,139,392 "
424, Stream + parallel + sort       , 	 / 1      ," 	 850,000      ", 	 593          ,0," 	 593,850,000  "," 	 12,082,288 "
425, merge sort                     , 	 / 1      ," 	 860,000      ", 	 525          ,0," 	 524,260,000  "," 	 -149,946,368 "
426, Arrays.sort                    , 	 / 1      ," 	 860,000      ", 	 429          ,0," 	 428,830,000  "," 	 5,636,128  "
427, Arrays.parallelSort            , 	 / 1      ," 	 860,000      ", 	 235          ,0," 	 235,346,000  "," 	 4,420,680  "
428, Linked Hashmap                 , 	 / 1      ," 	 860,000      ", 	 754          ,0," 	 753,880,000  "," 	 58,193,920 "
429, Stream + parallel + sort       , 	 / 1      ," 	 860,000      ", 	 701          ,0," 	 701,169,000  "," 	 15,039,376 "
430, merge sort                     , 	 / 1      ," 	 870,000      ", 	 603          ,0," 	 602,670,000  "," 	 -6,604,024 "
431, Arrays.sort                    , 	 / 1      ," 	 870,000      ", 	 514          ,0," 	 513,971,000  "," 	 5,505,040  "
432, Arrays.parallelSort            , 	 / 1      ," 	 870,000      ", 	 238          ,0," 	 238,004,000  "," 	 4,544,512  "
433, Linked Hashmap                 , 	 / 1      ," 	 870,000      ", 	 865          ,0," 	 865,455,000  "," 	 -39,847,936 "
434, Stream + parallel + sort       , 	 / 1      ," 	 870,000      ", 	 678          ,0," 	 677,888,000  "," 	 14,901,896 "
435, merge sort                     , 	 / 1      ," 	 880,000      ", 	 621          ,0," 	 621,178,000  "," 	 -167,247,872 "
436, Arrays.sort                    , 	 / 1      ," 	 880,000      ", 	 443          ,0," 	 443,049,000  "," 	 5,701,680  "
437, Arrays.parallelSort            , 	 / 1      ," 	 880,000      ", 	 258          ,0," 	 258,080,000  "," 	 4,496,768  "
438, Linked Hashmap                 , 	 / 1      ," 	 880,000      ", 	 789          ,0," 	 788,341,000  "," 	 -44,564,480 "
439, Stream + parallel + sort       , 	 / 1      ," 	 880,000      ", 	 650          ,0," 	 650,106,000  "," 	 14,288,576 "
440, merge sort                     , 	 / 1      ," 	 890,000      ", 	 546          ,0," 	 546,065,000  "," 	 -160,956,416 "
441, Arrays.sort                    , 	 / 1      ," 	 890,000      ", 	 445          ,0," 	 445,061,000  "," 	 5,505,040  "
442, Arrays.parallelSort            , 	 / 1      ," 	 890,000      ", 	 258          ,0," 	 258,388,000  "," 	 4,446,824  "
443, Linked Hashmap                 , 	 / 1      ," 	 890,000      ", 	 703          ,0," 	 702,974,000  "," 	 67,633,152 "
444, Stream + parallel + sort       , 	 / 1      ," 	 890,000      ", 	 662          ,0," 	 662,560,000  "," 	 26,212,352 "
445, merge sort                     , 	 / 1      ," 	 900,000      ", 	 504          ,0," 	 503,682,000  "," 	 4,194,304  "
446, Arrays.sort                    , 	 / 1      ," 	 900,000      ", 	 421          ,0," 	 420,360,000  "," 	 5,767,168  "
447, Arrays.parallelSort            , 	 / 1      ," 	 900,000      ", 	 282          ,0," 	 282,313,000  "," 	 4,427,256  "
448, Linked Hashmap                 , 	 / 1      ," 	 900,000      ", 	 792          ,0," 	 791,500,000  "," 	 -29,362,176 "
449, Stream + parallel + sort       , 	 / 1      ," 	 900,000      ", 	 664          ,0," 	 663,548,000  "," 	 19,922,944 "
450, merge sort                     , 	 / 1      ," 	 910,000      ", 	 873          ,0," 	 873,245,000  "," 	 -160,328,912 "
451, Arrays.sort                    , 	 / 1      ," 	 910,000      ", 	 712          ,0," 	 712,455,000  "," 	 5,636,128  "
452, Arrays.parallelSort            , 	 / 1      ," 	 910,000      ", 	 502          ,0," 	 501,782,000  "," 	 4,424,560  "
453, Linked Hashmap                 , 	 / 1      ," 	 910,000      "," 	 1,771        ",1," 	 770,706,000  "," 	 67,633,152 "
454, Stream + parallel + sort       , 	 / 1      ," 	 910,000      ", 	 732          ,0," 	 732,776,000  "," 	 26,853,384 "
455, merge sort                     , 	 / 1      ," 	 920,000      ", 	 623          ,0," 	 623,168,000  "," 	 4,194,304  "
456, Arrays.sort                    , 	 / 1      ," 	 920,000      ", 	 672          ,0," 	 671,817,000  "," 	 -17,719,296 "
457, Arrays.parallelSort            , 	 / 1      ," 	 920,000      ", 	 512          ,0," 	 511,859,000  "," 	 -31,561,560 "
458, Linked Hashmap                 , 	 / 1      ," 	 920,000      ", 	 615          ,0," 	 615,000,000  "," 	 69,559,808 "
459, Stream + parallel + sort       , 	 / 1      ," 	 920,000      ", 	 354          ,0," 	 354,464,000  "," 	 -44,095,424 "
460, merge sort                     , 	 / 1      ," 	 930,000      ", 	 473          ,0," 	 473,797,000  "," 	 4,194,304  "
461, Arrays.sort                    , 	 / 1      ," 	 930,000      ", 	 511          ,0," 	 511,169,000  "," 	 -101,713,920 "
462, Arrays.parallelSort            , 	 / 1      ," 	 930,000      ", 	 310          ,0," 	 309,952,000  "," 	 4,518,776  "
463, Linked Hashmap                 , 	 / 1      ," 	 930,000      ", 	 587          ,0," 	 586,775,000  "," 	 -5,769,216 "
464, Stream + parallel + sort       , 	 / 1      ," 	 930,000      ", 	 699          ,0," 	 698,801,000  "," 	 22,499,768 "
465, merge sort                     , 	 / 1      ," 	 940,000      ", 	 523          ,0," 	 522,267,000  "," 	 4,194,304  "
466, Arrays.sort                    , 	 / 1      ," 	 940,000      ", 	 407          ,0," 	 406,598,000  "," 	 -198,836,192 "
467, Arrays.parallelSort            , 	 / 1      ," 	 940,000      ", 	 337          ,0," 	 337,154,000  "," 	 4,447,376  "
468, Linked Hashmap                 , 	 / 1      ," 	 940,000      ", 	 836          ,0," 	 835,948,000  "," 	 -16,777,216 "
469, Stream + parallel + sort       , 	 / 1      ," 	 940,000      ", 	 631          ,0," 	 630,541,000  "," 	 16,669,184 "
470, merge sort                     , 	 / 1      ," 	 950,000      ", 	 582          ,0," 	 581,883,000  "," 	 -163,055,616 "
471, Arrays.sort                    , 	 / 1      ," 	 950,000      ", 	 473          ,0," 	 472,954,000  "," 	 5,505,040  "
472, Arrays.parallelSort            , 	 / 1      ," 	 950,000      ", 	 262          ,0," 	 261,835,000  "," 	 4,469,648  "
473, Linked Hashmap                 , 	 / 1      ," 	 950,000      ", 	 545          ,0," 	 545,045,000  "," 	 84,410,368 "
474, Stream + parallel + sort       , 	 / 1      ," 	 950,000      ", 	 721          ,0," 	 721,549,000  "," 	 -133,171,200 "
475, merge sort                     , 	 / 1      ," 	 960,000      ", 	 522          ,0," 	 521,219,000  "," 	 4,194,304  "
476, Arrays.sort                    , 	 / 1      ," 	 960,000      ", 	 571          ,0," 	 571,053,000  "," 	 -1,679,712 "
477, Arrays.parallelSort            , 	 / 1      ," 	 960,000      ", 	 326          ,0," 	 325,624,000  "," 	 4,433,888  "
478, Linked Hashmap                 , 	 / 1      ," 	 960,000      ", 	 631          ,0," 	 630,806,000  "," 	 87,556,096 "
479, Stream + parallel + sort       , 	 / 1      ," 	 960,000      ", 	 721          ,0," 	 720,334,000  "," 	 35,071,104 "
480, merge sort                     , 	 / 1      ," 	 970,000      ", 	 665          ,0," 	 664,607,000  "," 	 4,194,304  "
481, Arrays.sort                    , 	 / 1      ," 	 970,000      ", 	 818          ,0," 	 817,085,000  "," 	 -6,972,408 "
482, Arrays.parallelSort            , 	 / 1      ," 	 970,000      ", 	 656          ,0," 	 655,778,000  "," 	 4,432,344  "
483, Linked Hashmap                 , 	 / 1      ," 	 970,000      "," 	 1,387        ",1," 	 386,660,000  "," 	 92,274,688 "
484, Stream + parallel + sort       , 	 / 1      ," 	 970,000      ", 	 965          ,0," 	 965,039,000  "," 	 34,925,872 "
485, merge sort                     , 	 / 1      ," 	 980,000      ", 	 698          ,0," 	 697,261,000  "," 	 4,194,304  "
486, Arrays.sort                    , 	 / 1      ," 	 980,000      ", 	 656          ,0," 	 655,558,000  "," 	 -14,994,592 "
487, Arrays.parallelSort            , 	 / 1      ," 	 980,000      ", 	 350          ,0," 	 349,872,000  "," 	 3,405,920  "
488, Linked Hashmap                 , 	 / 1      ," 	 980,000      ", 	 536          ,0," 	 535,318,000  "," 	 72,876,032 "
489, Stream + parallel + sort       , 	 / 1      ," 	 980,000      ", 	 620          ,0," 	 619,446,000  "," 	 29,292,928 "
490, merge sort                     , 	 / 1      ," 	 990,000      ", 	 638          ,0," 	 637,695,000  "," 	 -81,896,112 "
491, Arrays.sort                    , 	 / 1      ," 	 990,000      ", 	 472          ,0," 	 472,011,000  "," 	 5,636,128  "
492, Arrays.parallelSort            , 	 / 1      ," 	 990,000      ", 	 263          ,0," 	 263,350,000  "," 	 4,420,384  "
493, Linked Hashmap                 , 	 / 1      ," 	 990,000      ", 	 548          ,0," 	 548,072,000  "," 	 91,224,064 "
494, Stream + parallel + sort       , 	 / 1      ," 	 990,000      ", 	 654          ,0," 	 654,044,000  "," 	 -134,922,560 "
495, merge sort                     , 	 / 1      ," 	 1,000,000    ", 	 645          ,0," 	 645,710,000  "," 	 -141,559,808 "
496, Arrays.sort                    , 	 / 1      ," 	 1,000,000    ", 	 473          ,0," 	 472,823,000  "," 	 5,505,040  "
497, Arrays.parallelSort            , 	 / 1      ," 	 1,000,000    ", 	 322          ,0," 	 322,041,000  "," 	 4,448,816  "
498, Linked Hashmap                 , 	 / 1      ," 	 1,000,000    ", 	 640          ,0," 	 640,087,000  "," 	 -30,932,992 "
499, Stream + parallel + sort       , 	 / 1      ," 	 1,000,000    ", 	 675          ,0," 	 674,746,000  "," 	 27,262,976 "
500, merge sort                     , 	 / 1      ," 	 1,010,000    ", 	 548          ,0," 	 547,987,000  "," 	 -126,877,696 "
501, Arrays.sort                    , 	 / 1      ," 	 1,010,000    ", 	 438          ,0," 	 438,309,000  "," 	 5,765,120  "
502, Arrays.parallelSort            , 	 / 1      ," 	 1,010,000    ", 	 490          ,0," 	 489,574,000  "," 	 -137,077,968 "
503, Linked Hashmap                 , 	 / 1      ," 	 1,010,000    ", 	 684          ,0," 	 683,632,000  "," 	 75,497,472 "
504, Stream + parallel + sort       , 	 / 1      ," 	 1,010,000    ", 	 674          ,0," 	 674,528,000  "," 	 -118,338,272 "
505, merge sort                     , 	 / 1      ," 	 1,020,000    ", 	 530          ,0," 	 530,412,000  "," 	 4,194,304  "
506, Arrays.sort                    , 	 / 1      ," 	 1,020,000    ", 	 485          ,0," 	 485,300,000  "," 	 5,775,376  "
507, Arrays.parallelSort            , 	 / 1      ," 	 1,020,000    ", 	 321          ,0," 	 321,373,000  "," 	 4,504,904  "
508, Linked Hashmap                 , 	 / 1      ," 	 1,020,000    ", 	 590          ,0," 	 590,337,000  "," 	 84,093,784 "
509, Stream + parallel + sort       , 	 / 1      ," 	 1,020,000    ", 	 775          ,0," 	 775,180,000  "," 	 21,029,616 "
510, merge sort                     , 	 / 1      ," 	 1,030,000    ", 	 815          ,0," 	 815,912,000  "," 	 4,194,304  "
511, Arrays.sort                    , 	 / 1      ," 	 1,030,000    "," 	 1,140        ",1," 	 139,478,000  "," 	 -86,507,520 "
512, Arrays.parallelSort            , 	 / 1      ," 	 1,030,000    ", 	 750          ,0," 	 749,628,000  "," 	 4,522,504  "
513, Linked Hashmap                 , 	 / 1      ," 	 1,030,000    "," 	 1,322        ",1," 	 322,452,000  "," 	 89,126,912 "
514, Stream + parallel + sort       , 	 / 1      ," 	 1,030,000    ", 	 746          ,0," 	 745,973,000  "," 	 36,692,992 "
515, merge sort                     , 	 / 1      ," 	 1,040,000    ", 	 647          ,0," 	 646,601,000  "," 	 4,194,304  "
516, Arrays.sort                    , 	 / 1      ," 	 1,040,000    ", 	 567          ,0," 	 567,420,000  "," 	 5,242,880  "
517, Arrays.parallelSort            , 	 / 1      ," 	 1,040,000    ", 	 278          ,0," 	 277,999,000  "," 	 4,539,168  "
518, Linked Hashmap                 , 	 / 1      ," 	 1,040,000    ", 	 593          ,0," 	 593,570,000  "," 	 60,817,408 "
519, Stream + parallel + sort       , 	 / 1      ," 	 1,040,000    ", 	 586          ,0," 	 585,877,000  "," 	 32,967,240 "
520, merge sort                     , 	 / 1      ," 	 1,050,000    ", 	 604          ,0," 	 603,878,000  "," 	 -83,361,792 "
521, Arrays.sort                    , 	 / 1      ," 	 1,050,000    ", 	 523          ,0," 	 523,498,000  "," 	 6,553,616  "
522, Arrays.parallelSort            , 	 / 1      ," 	 1,050,000    ", 	 282          ,0," 	 281,850,000  "," 	 5,538,888  "
523, Linked Hashmap                 , 	 / 1      ," 	 1,050,000    ", 	 599          ,0," 	 599,052,000  "," 	 92,905,456 "
524, Stream + parallel + sort       , 	 / 1      ," 	 1,050,000    ", 	 838          ,0," 	 838,242,000  "," 	 -76,790,400 "
525, merge sort                     , 	 / 1      ," 	 1,060,000    ", 	 559          ,0," 	 559,733,000  "," 	 5,242,880  "
526, Arrays.sort                    , 	 / 1      ," 	 1,060,000    ", 	 597          ,0," 	 596,687,000  "," 	 -109,053,952 "
527, Arrays.parallelSort            , 	 / 1      ," 	 1,060,000    ", 	 344          ,0," 	 344,823,000  "," 	 5,564,784  "
528, Linked Hashmap                 , 	 / 1      ," 	 1,060,000    ", 	 742          ,0," 	 742,115,000  "," 	 -32,507,904 "
529, Stream + parallel + sort       , 	 / 1      ," 	 1,060,000    ", 	 670          ,0," 	 669,948,000  "," 	 30,884,192 "
530, merge sort                     , 	 / 1      ," 	 1,070,000    ", 	 596          ,0," 	 595,886,000  "," 	 -126,877,696 "
531, Arrays.sort                    , 	 / 1      ," 	 1,070,000    ", 	 473          ,0," 	 472,754,000  "," 	 6,750,256  "
532, Arrays.parallelSort            , 	 / 1      ," 	 1,070,000    ", 	 304          ,0," 	 304,562,000  "," 	 5,685,688  "
533, Linked Hashmap                 , 	 / 1      ," 	 1,070,000    ", 	 608          ,0," 	 608,949,000  "," 	 -126,879,744 "
534, Stream + parallel + sort       , 	 / 1      ," 	 1,070,000    ", 	 717          ,0," 	 717,396,000  "," 	 35,127,296 "
535, merge sort                     , 	 / 1      ," 	 1,080,000    ", 	 641          ,0," 	 641,029,000  "," 	 -147,849,216 "
536, Arrays.sort                    , 	 / 1      ," 	 1,080,000    ", 	 577          ,0," 	 576,431,000  "," 	 6,553,616  "
537, Arrays.parallelSort            , 	 / 1      ," 	 1,080,000    ", 	 534          ,0," 	 534,323,000  "," 	 -173,740,656 "
538, Linked Hashmap                 , 	 / 1      ," 	 1,080,000    "," 	 1,017        ",1," 	 16,525,000   "," 	 87,556,096 "
539, Stream + parallel + sort       , 	 / 1      ," 	 1,080,000    "," 	 1,196        ",1," 	 195,784,000  "," 	 34,999,432 "
540, merge sort                     , 	 / 1      ," 	 1,090,000    "," 	 1,704        ",1," 	 703,449,000  "," 	 -102,760,448 "
541, Arrays.sort                    , 	 / 1      ," 	 1,090,000    ", 	 714          ,0," 	 714,081,000  "," 	 9,830,432  "
542, Arrays.parallelSort            , 	 / 1      ," 	 1,090,000    ", 	 338          ,0," 	 338,157,000  "," 	 5,546,496  "
543, Linked Hashmap                 , 	 / 1      ," 	 1,090,000    ", 	 835          ,0," 	 835,690,000  "," 	 82,311,168 "
544, Stream + parallel + sort       , 	 / 1      ," 	 1,090,000    ", 	 693          ,0," 	 692,112,000  "," 	 38,042,112 "
545, merge sort                     , 	 / 1      ," 	 1,100,000    ", 	 579          ,0," 	 579,086,000  "," 	 -180,879,360 "
546, Arrays.sort                    , 	 / 1      ," 	 1,100,000    ", 	 500          ,0," 	 499,873,000  "," 	 10,027,024 "
547, Arrays.parallelSort            , 	 / 1      ," 	 1,100,000    ", 	 355          ,0," 	 354,592,000  "," 	 5,543,232  "
548, Linked Hashmap                 , 	 / 1      ," 	 1,100,000    ", 	 654          ,0," 	 654,416,000  "," 	 69,354,064 "
549, Stream + parallel + sort       , 	 / 1      ," 	 1,100,000    ", 	 677          ,0," 	 677,058,000  "," 	 37,332,864 "
550, merge sort                     , 	 / 1      ," 	 1,110,000    ", 	 729          ,0," 	 728,602,000  "," 	 -104,333,312 "
551, Arrays.sort                    , 	 / 1      ," 	 1,110,000    ", 	 564          ,0," 	 564,279,000  "," 	 9,959,424  "
552, Arrays.parallelSort            , 	 / 1      ," 	 1,110,000    ", 	 311          ,0," 	 311,256,000  "," 	 5,556,296  "
553, Linked Hashmap                 , 	 / 1      ," 	 1,110,000    ", 	 765          ,0," 	 764,677,000  "," 	 -94,896,128 "
554, Stream + parallel + sort       , 	 / 1      ," 	 1,110,000    ", 	 733          ,0," 	 733,048,000  "," 	 37,924,280 "
555, merge sort                     , 	 / 1      ," 	 1,120,000    ", 	 564          ,0," 	 563,850,000  "," 	 -178,257,920 "
556, Arrays.sort                    , 	 / 1      ," 	 1,120,000    ", 	 490          ,0," 	 490,565,000  "," 	 9,928,768  "
557, Arrays.parallelSort            , 	 / 1      ," 	 1,120,000    ", 	 596          ,0," 	 596,069,000  "," 	 -142,210,080 "
558, Linked Hashmap                 , 	 / 1      ," 	 1,120,000    ", 	 749          ,0," 	 749,730,000  "," 	 94,811,600 "
559, Stream + parallel + sort       , 	 / 1      ," 	 1,120,000    ", 	 626          ,0," 	 626,653,000  "," 	 36,760,240 "
560, merge sort                     , 	 / 1      ," 	 1,130,000    ", 	 720          ,0," 	 720,220,000  "," 	 -104,859,648 "
561, Arrays.sort                    , 	 / 1      ," 	 1,130,000    ", 	 583          ,0," 	 582,284,000  "," 	 9,699,344  "
562, Arrays.parallelSort            , 	 / 1      ," 	 1,130,000    ", 	 320          ,0," 	 319,082,000  "," 	 5,535,360  "
563, Linked Hashmap                 , 	 / 1      ," 	 1,130,000    ", 	 841          ,0," 	 840,905,000  "," 	 85,458,944 "
564, Stream + parallel + sort       , 	 / 1      ," 	 1,130,000    ", 	 914          ,0," 	 913,706,000  "," 	 38,273,024 "
565, merge sort                     , 	 / 1      ," 	 1,140,000    "," 	 1,221        ",1," 	 221,482,000  "," 	 -183,500,800 "
566, Arrays.sort                    , 	 / 1      ," 	 1,140,000    "," 	 1,234        ",1," 	 234,172,000  "," 	 9,699,344  "
567, Arrays.parallelSort            , 	 / 1      ," 	 1,140,000    ", 	 607          ,0," 	 607,355,000  "," 	 -128,064,352 "
568, Linked Hashmap                 , 	 / 1      ," 	 1,140,000    ", 	 934          ,0," 	 934,144,000  "," 	 87,460,544 "
569, Stream + parallel + sort       , 	 / 1      ," 	 1,140,000    ", 	 727          ,0," 	 727,206,000  "," 	 -115,760,832 "
570, merge sort                     , 	 / 1      ," 	 1,150,000    ", 	 656          ,0," 	 656,391,000  "," 	 5,242,880  "
571, Arrays.sort                    , 	 / 1      ," 	 1,150,000    ", 	 578          ,0," 	 578,608,000  "," 	 9,699,344  "
572, Arrays.parallelSort            , 	 / 1      ," 	 1,150,000    ", 	 311          ,0," 	 310,332,000  "," 	 5,560,920  "
573, Linked Hashmap                 , 	 / 1      ," 	 1,150,000    ", 	 843          ,0," 	 842,803,000  "," 	 -2,097,152 "
574, Stream + parallel + sort       , 	 / 1      ," 	 1,150,000    ", 	 498          ,0," 	 497,573,000  "," 	 43,495,704 "
575, merge sort                     , 	 / 1      ," 	 1,160,000    ", 	 605          ,0," 	 605,470,000  "," 	 -162,529,280 "
576, Arrays.sort                    , 	 / 1      ," 	 1,160,000    ", 	 800          ,0," 	 799,843,000  "," 	 -15,650,816 "
577, Arrays.parallelSort            , 	 / 1      ," 	 1,160,000    ", 	 661          ,0," 	 661,156,000  "," 	 -40,032,504 "
578, Linked Hashmap                 , 	 / 1      ," 	 1,160,000    ", 	 803          ,0," 	 803,026,000  "," 	 87,029,760 "
579, Stream + parallel + sort       , 	 / 1      ," 	 1,160,000    ", 	 655          ,0," 	 655,052,000  "," 	 38,092,800 "
580, merge sort                     , 	 / 1      ," 	 1,170,000    ", 	 618          ,0," 	 617,626,000  "," 	 -85,458,944 "
581, Arrays.sort                    , 	 / 1      ," 	 1,170,000    ", 	 541          ,0," 	 540,543,000  "," 	 9,699,344  "
582, Arrays.parallelSort            , 	 / 1      ," 	 1,170,000    ", 	 603          ,0," 	 603,195,000  "," 	 -140,885,208 "
583, Linked Hashmap                 , 	 / 1      ," 	 1,170,000    ", 	 809          ,0," 	 809,664,000  "," 	 95,644,728 "
584, Stream + parallel + sort       , 	 / 1      ," 	 1,170,000    ", 	 666          ,0," 	 665,660,000  "," 	 39,090,176 "
585, merge sort                     , 	 / 1      ," 	 1,180,000    ", 	 623          ,0," 	 622,702,000  "," 	 -85,983,232 "
586, Arrays.sort                    , 	 / 1      ," 	 1,180,000    ", 	 567          ,0," 	 566,808,000  "," 	 9,699,344  "
587, Arrays.parallelSort            , 	 / 1      ," 	 1,180,000    ", 	 641          ,0," 	 640,507,000  "," 	 -149,807,296 "
588, Linked Hashmap                 , 	 / 1      ," 	 1,180,000    ", 	 800          ,0," 	 799,433,000  "," 	 83,361,792 "
589, Stream + parallel + sort       , 	 / 1      ," 	 1,180,000    ", 	 697          ,0," 	 696,466,000  "," 	 41,842,784 "
590, merge sort                     , 	 / 1      ," 	 1,190,000    ", 	 759          ,0," 	 759,019,000  "," 	 -106,430,464 "
591, Arrays.sort                    , 	 / 1      ," 	 1,190,000    ", 	 600          ,0," 	 599,610,000  "," 	 9,895,984  "
592, Arrays.parallelSort            , 	 / 1      ," 	 1,190,000    ", 	 350          ,0," 	 349,610,000  "," 	 5,644,312  "
593, Linked Hashmap                 , 	 / 1      ," 	 1,190,000    ", 	 870          ,0," 	 869,722,000  "," 	 -83,886,080 "
594, Stream + parallel + sort       , 	 / 1      ," 	 1,190,000    ", 	 738          ,0," 	 738,618,000  "," 	 -91,788,448 "
595, merge sort                     , 	 / 1      ," 	 1,200,000    ", 	 639          ,0," 	 638,587,000  "," 	 5,242,880  "
596, Arrays.sort                    , 	 / 1      ," 	 1,200,000    ", 	 855          ,0," 	 855,776,000  "," 	 -128,327,568 "
597, Arrays.parallelSort            , 	 / 1      ," 	 1,200,000    ", 	 440          ,0," 	 440,069,000  "," 	 3,596,352  "
598, Linked Hashmap                 , 	 / 1      ," 	 1,200,000    ", 	 796          ,0," 	 795,721,000  "," 	 81,004,032 "
599, Stream + parallel + sort       , 	 / 1      ," 	 1,200,000    "," 	 1,061        ",1," 	 60,556,000   "," 	 43,784,448 "
600, merge sort                     , 	 / 1      ," 	 1,210,000    "," 	 1,200        ",1," 	 200,160,000  "," 	 -115,867,648 "
601, Arrays.sort                    , 	 / 1      ," 	 1,210,000    ", 	 778          ,0," 	 777,878,000  "," 	 9,961,472  "
602, Arrays.parallelSort            , 	 / 1      ," 	 1,210,000    ", 	 357          ,0," 	 356,926,000  "," 	 5,565,280  "
603, Linked Hashmap                 , 	 / 1      ," 	 1,210,000    ", 	 660          ,0," 	 659,652,000  "," 	 -54,944,744 "
604, Stream + parallel + sort       , 	 / 1      ," 	 1,210,000    ", 	 672          ,0," 	 671,921,000  "," 	 40,451,072 "
605, merge sort                     , 	 / 1      ," 	 1,220,000    ", 	 635          ,0," 	 635,140,000  "," 	 -91,750,400 "
606, Arrays.sort                    , 	 / 1      ," 	 1,220,000    ", 	 567          ,0," 	 567,355,000  "," 	 9,699,344  "
607, Arrays.parallelSort            , 	 / 1      ," 	 1,220,000    ", 	 604          ,0," 	 603,575,000  "," 	 -146,449,096 "
608, Linked Hashmap                 , 	 / 1      ," 	 1,220,000    ", 	 831          ,0," 	 830,930,000  "," 	 102,758,400 "
609, Stream + parallel + sort       , 	 / 1      ," 	 1,220,000    ", 	 699          ,0," 	 698,846,000  "," 	 -55,112,160 "
