idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
2696, Arrays.sort                    , 	 / 1      ," 	 5,400,000    "," 	 4,803        ",4," 	 778,332,000  "," 	 -84,412,416 "
2697, Arrays.parallelSort            , 	 / 1      ," 	 5,400,000    "," 	 3,109        ",3," 	 108,586,000  "," 	 -228,797,200 "
2698, Linked Hashmap                 , 	 / 1      ," 	 5,400,000    "," 	 8,569        ",8," 	 569,696,000  "," 	 288,880,640 "
2699, Stream + parallel + sort       , 	 / 1      ," 	 5,400,000    "," 	 6,818        ",6," 	 817,358,000  "," 	 -506,476,776 "
2700, merge sort                     , 	 / 1      ," 	 5,410,000    "," 	 3,780        ",3," 	 780,559,000  "," 	 -90,703,872 "
2701, Arrays.sort                    , 	 / 1      ," 	 5,410,000    "," 	 4,702        ",4," 	 672,441,000  "," 	 -82,839,552 "
2702, Arrays.parallelSort            , 	 / 1      ," 	 5,410,000    "," 	 5,864        ",5," 	 863,740,000  "," 	 -230,776,184 "
2703, Linked Hashmap                 , 	 / 1      ," 	 5,410,000    "," 	 5,306        ",5," 	 306,160,000  "," 	 274,204,672 "
2704, Stream + parallel + sort       , 	 / 1      ," 	 5,410,000    "," 	 4,879        ",4," 	 878,989,000  "," 	 -367,525,880 "
2705, merge sort                     , 	 / 1      ," 	 5,420,000    "," 	 4,348        ",4," 	 347,636,000  "," 	 -90,701,824 "
2706, Arrays.sort                    , 	 / 1      ," 	 5,420,000    "," 	 3,852        ",3," 	 851,221,000  "," 	 -151,781,360 "
2707, Arrays.parallelSort            , 	 / 1      ," 	 5,420,000    "," 	 3,307        ",3," 	 307,051,000  "," 	 -310,020,912 "
2708, Linked Hashmap                 , 	 / 1      ," 	 5,420,000    "," 	 7,483        ",7," 	 483,319,000  "," 	 255,852,544 "
2709, Stream + parallel + sort       , 	 / 1      ," 	 5,420,000    "," 	 11,710       ",11," 	 710,374,000  "," 	 -482,258,336 "
2710, merge sort                     , 	 / 1      ," 	 5,430,000    "," 	 3,687        ",3," 	 687,672,000  "," 	 -36,700,160 "
2711, Arrays.sort                    , 	 / 1      ," 	 5,430,000    "," 	 4,270        ",4," 	 243,251,000  "," 	 -80,740,352 "
2712, Arrays.parallelSort            , 	 / 1      ," 	 5,430,000    "," 	 3,060        ",3," 	 60,459,000   "," 	 -231,831,704 "
2713, Linked Hashmap                 , 	 / 1      ," 	 5,430,000    "," 	 8,515        ",8," 	 514,487,000  "," 	 278,396,928 "
2714, Stream + parallel + sort       , 	 / 1      ," 	 5,430,000    "," 	 4,779        ",4," 	 778,528,000  "," 	 -368,052,208 "
2715, merge sort                     , 	 / 1      ," 	 5,440,000    "," 	 3,625        ",3," 	 624,924,000  "," 	 -75,497,472 "
2716, Arrays.sort                    , 	 / 1      ," 	 5,440,000    "," 	 3,560        ",3," 	 560,309,000  "," 	 -6,029,296 "
2717, Arrays.parallelSort            , 	 / 1      ," 	 5,440,000    "," 	 3,684        ",3," 	 683,633,000  "," 	 22,810,744 "
2718, Linked Hashmap                 , 	 / 1      ," 	 5,440,000    "," 	 7,607        ",7," 	 606,613,000  "," 	 236,976,128 "
2719, Stream + parallel + sort       , 	 / 1      ," 	 5,440,000    "," 	 6,971        ",6," 	 970,940,000  "," 	 -471,533,400 "
2720, merge sort                     , 	 / 1      ," 	 5,450,000    "," 	 3,779        ",3," 	 778,989,000  "," 	 -32,505,856 "
2721, Arrays.sort                    , 	 / 1      ," 	 5,450,000    "," 	 5,467        ",5," 	 437,341,000  "," 	 -83,361,792 "
2722, Arrays.parallelSort            , 	 / 1      ," 	 5,450,000    "," 	 3,565        ",3," 	 565,294,000  "," 	 -229,115,904 "
2723, Linked Hashmap                 , 	 / 1      ," 	 5,450,000    "," 	 5,690        ",5," 	 690,465,000  "," 	 277,870,592 "
2724, Stream + parallel + sort       , 	 / 1      ," 	 5,450,000    "," 	 5,602        ",5," 	 602,673,000  "," 	 -368,576,504 "
2725, merge sort                     , 	 / 1      ," 	 5,460,000    "," 	 3,880        ",3," 	 880,665,000  "," 	 -29,360,128 "
2726, Arrays.sort                    , 	 / 1      ," 	 5,460,000    "," 	 3,620        ",3," 	 620,469,000  "," 	 -5,898,208 "
2727, Arrays.parallelSort            , 	 / 1      ," 	 5,460,000    "," 	 2,205        ",2," 	 204,792,000  "," 	 22,866,432 "
2728, Linked Hashmap                 , 	 / 1      ," 	 5,460,000    "," 	 7,061        ",7," 	 60,338,000   "," 	 284,688,384 "
2729, Stream + parallel + sort       , 	 / 1      ," 	 5,460,000    "," 	 8,126        ",8," 	 126,155,000  "," 	 -522,859,336 "
2730, merge sort                     , 	 / 1      ," 	 5,470,000    "," 	 3,743        ",3," 	 742,625,000  "," 	 -30,408,704 "
2731, Arrays.sort                    , 	 / 1      ," 	 5,470,000    "," 	 4,854        ",4," 	 829,470,000  "," 	 -84,412,416 "
2732, Arrays.parallelSort            , 	 / 1      ," 	 5,470,000    "," 	 3,011        ",3," 	 11,368,000   "," 	 -228,286,088 "
2733, Linked Hashmap                 , 	 / 1      ," 	 5,470,000    "," 	 6,655        ",6," 	 654,883,000  "," 	 289,407,000 "
2734, Stream + parallel + sort       , 	 / 1      ," 	 5,470,000    "," 	 7,155        ",7," 	 155,140,000  "," 	 -469,187,256 "
2735, merge sort                     , 	 / 1      ," 	 5,480,000    "," 	 3,775        ",3," 	 775,068,000  "," 	 -38,797,312 "
2736, Arrays.sort                    , 	 / 1      ," 	 5,480,000    "," 	 5,425        ",5," 	 380,850,000  "," 	 -85,983,232 "
2737, Arrays.parallelSort            , 	 / 1      ," 	 5,480,000    "," 	 3,174        ",3," 	 174,126,000  "," 	 -232,359,528 "
2738, Linked Hashmap                 , 	 / 1      ," 	 5,480,000    "," 	 5,196        ",5," 	 195,935,000  "," 	 293,603,328 "
2739, Stream + parallel + sort       , 	 / 1      ," 	 5,480,000    "," 	 7,101        ",7," 	 101,609,000  "," 	 -466,659,008 "
2740, merge sort                     , 	 / 1      ," 	 5,490,000    "," 	 5,123        ",5," 	 123,233,000  "," 	 -38,797,312 "
2741, Arrays.sort                    , 	 / 1      ," 	 5,490,000    "," 	 4,785        ",4," 	 760,093,000  "," 	 -83,886,080 "
2742, Arrays.parallelSort            , 	 / 1      ," 	 5,490,000    "," 	 3,128        ",3," 	 127,822,000  "," 	 -228,666,664 "
2743, Linked Hashmap                 , 	 / 1      ," 	 5,490,000    "," 	 5,484        ",5," 	 484,036,000  "," 	 282,591,232 "
2744, Stream + parallel + sort       , 	 / 1      ," 	 5,490,000    "," 	 6,548        ",6," 	 548,261,000  "," 	 -371,195,904 "
2745, merge sort                     , 	 / 1      ," 	 5,500,000    "," 	 3,564        ",3," 	 564,436,000  "," 	 -29,360,128 "
2746, Arrays.sort                    , 	 / 1      ," 	 5,500,000    "," 	 4,299        ",4," 	 278,798,000  "," 	 -87,558,144 "
2747, Arrays.parallelSort            , 	 / 1      ," 	 5,500,000    "," 	 3,031        ",3," 	 31,442,000   "," 	 -158,514,128 "
2748, Linked Hashmap                 , 	 / 1      ," 	 5,500,000    "," 	 5,654        ",5," 	 653,992,000  "," 	 88,604,672 "
2749, Stream + parallel + sort       , 	 / 1      ," 	 5,500,000    "," 	 5,464        ",5," 	 464,109,000  "," 	 -378,537,984 "
2750, merge sort                     , 	 / 1      ," 	 5,510,000    "," 	 3,904        ",3," 	 903,411,000  "," 	 -15,728,640 "
2751, Arrays.sort                    , 	 / 1      ," 	 5,510,000    "," 	 4,664        ",4," 	 664,192,000  "," 	 32,768,016 "
2752, Arrays.parallelSort            , 	 / 1      ," 	 5,510,000    "," 	 3,325        ",3," 	 325,497,000  "," 	 -102,591,632 "
2753, Linked Hashmap                 , 	 / 1      ," 	 5,510,000    "," 	 7,576        ",7," 	 576,746,000  "," 	 261,617,664 "
2754, Stream + parallel + sort       , 	 / 1      ," 	 5,510,000    "," 	 11,274       ",11," 	 274,783,000  "," 	 -483,710,080 "
2755, merge sort                     , 	 / 1      ," 	 5,520,000    "," 	 3,914        ",3," 	 913,960,000  "," 	 -41,943,040 "
2756, Arrays.sort                    , 	 / 1      ," 	 5,520,000    "," 	 4,831        ",4," 	 812,580,000  "," 	 -84,410,368 "
2757, Arrays.parallelSort            , 	 / 1      ," 	 5,520,000    "," 	 3,061        ",3," 	 61,253,000   "," 	 -234,198,760 "
2758, Linked Hashmap                 , 	 / 1      ," 	 5,520,000    "," 	 7,367        ",7," 	 367,016,000  "," 	 294,125,592 "
2759, Stream + parallel + sort       , 	 / 1      ," 	 5,520,000    "," 	 6,530        ",6," 	 530,099,000  "," 	 -471,159,400 "
2760, merge sort                     , 	 / 1      ," 	 5,530,000    "," 	 3,889        ",3," 	 889,014,000  "," 	 -41,943,040 "
2761, Arrays.sort                    , 	 / 1      ," 	 5,530,000    "," 	 5,897        ",5," 	 856,665,000  "," 	 -85,985,280 "
2762, Arrays.parallelSort            , 	 / 1      ," 	 5,530,000    "," 	 3,224        ",3," 	 224,134,000  "," 	 -232,781,824 "
2763, Linked Hashmap                 , 	 / 1      ," 	 5,530,000    "," 	 4,960        ",4," 	 960,078,000  "," 	 276,299,792 "
2764, Stream + parallel + sort       , 	 / 1      ," 	 5,530,000    "," 	 6,655        ",6," 	 655,059,000  "," 	 -472,392,440 "
2765, merge sort                     , 	 / 1      ," 	 5,540,000    "," 	 5,564        ",5," 	 563,995,000  "," 	 -41,943,040 "
2766, Arrays.sort                    , 	 / 1      ," 	 5,540,000    "," 	 4,929        ",4," 	 908,396,000  "," 	 -80,742,400 "
2767, Arrays.parallelSort            , 	 / 1      ," 	 5,540,000    "," 	 3,023        ",3," 	 22,248,000   "," 	 -239,238,200 "
2768, Linked Hashmap                 , 	 / 1      ," 	 5,540,000    "," 	 7,646        ",7," 	 646,018,000  "," 	 257,423,360 "
2769, Stream + parallel + sort       , 	 / 1      ," 	 5,540,000    "," 	 6,895        ",6," 	 894,659,000  "," 	 -485,559,792 "
2770, merge sort                     , 	 / 1      ," 	 5,550,000    "," 	 3,943        ",3," 	 943,087,000  "," 	 -44,040,192 "
2771, Arrays.sort                    , 	 / 1      ," 	 5,550,000    "," 	 5,132        ",5," 	 107,599,000  "," 	 -86,507,520 "
2772, Arrays.parallelSort            , 	 / 1      ," 	 5,550,000    "," 	 5,956        ",5," 	 956,261,000  "," 	 -234,263,248 "
2773, Linked Hashmap                 , 	 / 1      ," 	 5,550,000    "," 	 5,379        ",5," 	 379,732,000  "," 	 278,396,928 "
2774, Stream + parallel + sort       , 	 / 1      ," 	 5,550,000    "," 	 6,658        ",6," 	 658,371,000  "," 	 -468,662,680 "
2775, merge sort                     , 	 / 1      ," 	 5,560,000    "," 	 4,008        ",4," 	 8,491,000    "," 	 -44,040,192 "
2776, Arrays.sort                    , 	 / 1      ," 	 5,560,000    "," 	 5,037        ",5," 	 14,844,000   "," 	 -85,458,944 "
2777, Arrays.parallelSort            , 	 / 1      ," 	 5,560,000    "," 	 4,056        ",4," 	 55,790,000   "," 	 -236,739,920 "
2778, Linked Hashmap                 , 	 / 1      ," 	 5,560,000    "," 	 5,375        ",5," 	 375,340,000  "," 	 278,921,216 "
2779, Stream + parallel + sort       , 	 / 1      ," 	 5,560,000    "," 	 6,853        ",6," 	 853,120,000  "," 	 -510,008,504 "
2780, merge sort                     , 	 / 1      ," 	 5,570,000    "," 	 4,146        ",4," 	 146,056,000  "," 	 -44,040,192 "
2781, Arrays.sort                    , 	 / 1      ," 	 5,570,000    "," 	 6,837        ",6," 	 812,189,000  "," 	 -92,276,736 "
2782, Arrays.parallelSort            , 	 / 1      ," 	 5,570,000    "," 	 3,008        ",3," 	 7,928,000    "," 	 -228,927,744 "
2783, Linked Hashmap                 , 	 / 1      ," 	 5,570,000    "," 	 5,838        ",5," 	 838,271,000  "," 	 281,018,384 "
2784, Stream + parallel + sort       , 	 / 1      ," 	 5,570,000    "," 	 7,266        ",7," 	 266,052,000  "," 	 -470,959,200 "
2785, merge sort                     , 	 / 1      ," 	 5,580,000    "," 	 6,400        ",6," 	 400,052,000  "," 	 -46,137,344 "
2786, Arrays.sort                    , 	 / 1      ," 	 5,580,000    "," 	 4,624        ",4," 	 600,835,000  "," 	 -87,556,096 "
2787, Arrays.parallelSort            , 	 / 1      ," 	 5,580,000    "," 	 3,150        ",3," 	 150,207,000  "," 	 -233,490,768 "
2788, Linked Hashmap                 , 	 / 1      ," 	 5,580,000    "," 	 7,732        ",7," 	 731,751,000  "," 	 262,144,008 "
2789, Stream + parallel + sort       , 	 / 1      ," 	 5,580,000    "," 	 7,311        ",7," 	 310,707,000  "," 	 -487,889,784 "
2790, merge sort                     , 	 / 1      ," 	 5,590,000    "," 	 4,005        ",4," 	 4,568,000    "," 	 -44,040,192 "
2791, Arrays.sort                    , 	 / 1      ," 	 5,590,000    "," 	 4,859        ",4," 	 828,194,000  "," 	 -86,507,520 "
2792, Arrays.parallelSort            , 	 / 1      ," 	 5,590,000    "," 	 4,174        ",4," 	 173,655,000  "," 	 -234,658,192 "
2793, Linked Hashmap                 , 	 / 1      ," 	 5,590,000    "," 	 5,844        ",5," 	 844,213,000  "," 	 302,514,176 "
2794, Stream + parallel + sort       , 	 / 1      ," 	 5,590,000    "," 	 6,922        ",6," 	 921,734,000  "," 	 -468,849,360 "
2795, merge sort                     , 	 / 1      ," 	 5,600,000    "," 	 5,043        ",5," 	 42,916,000   "," 	 -46,137,344 "
2796, Arrays.sort                    , 	 / 1      ," 	 5,600,000    "," 	 4,738        ",4," 	 716,529,000  "," 	 -89,933,632 "
2797, Arrays.parallelSort            , 	 / 1      ," 	 5,600,000    "," 	 3,202        ",3," 	 201,604,000  "," 	 -235,052,984 "
2798, Linked Hashmap                 , 	 / 1      ," 	 5,600,000    "," 	 5,595        ",5," 	 595,259,000  "," 	 278,396,928 "
2799, Stream + parallel + sort       , 	 / 1      ," 	 5,600,000    "," 	 6,783        ",6," 	 783,058,000  "," 	 -389,019,648 "
2800, merge sort                     , 	 / 1      ," 	 5,610,000    "," 	 3,930        ",3," 	 929,590,000  "," 	 -318,767,104 "
2801, Arrays.sort                    , 	 / 1      ," 	 5,610,000    "," 	 3,496        ",3," 	 471,944,000  "," 	 33,552,384 "
2802, Arrays.parallelSort            , 	 / 1      ," 	 5,610,000    "," 	 3,547        ",3," 	 547,533,000  "," 	 -14,680,064 "
2803, Linked Hashmap                 , 	 / 1      ," 	 5,610,000    "," 	 7,808        ",7," 	 808,506,000  "," 	 61,343,744 "
2804, Stream + parallel + sort       , 	 / 1      ," 	 5,610,000    "," 	 7,636        ",7," 	 636,007,000  "," 	 -467,908,136 "
2805, merge sort                     , 	 / 1      ," 	 5,620,000    "," 	 4,085        ",4," 	 84,901,000   "," 	 -37,748,736 "
2806, Arrays.sort                    , 	 / 1      ," 	 5,620,000    "," 	 4,645        ",4," 	 620,857,000  "," 	 -92,914,944 "
2807, Arrays.parallelSort            , 	 / 1      ," 	 5,620,000    "," 	 2,424        ",2," 	 423,146,000  "," 	 19,922,944 "
2808, Linked Hashmap                 , 	 / 1      ," 	 5,620,000    "," 	 8,680        ",8," 	 679,744,000  "," 	 285,212,672 "
2809, Stream + parallel + sort       , 	 / 1      ," 	 5,620,000    "," 	 6,830        ",6," 	 830,260,000  "," 	 -511,089,248 "
2810, merge sort                     , 	 / 1      ," 	 5,630,000    "," 	 4,041        ",4," 	 41,351,000   "," 	 -46,137,344 "
2811, Arrays.sort                    , 	 / 1      ," 	 5,630,000    "," 	 6,147        ",6," 	 108,653,000  "," 	 -96,628,224 "
2812, Arrays.parallelSort            , 	 / 1      ," 	 5,630,000    "," 	 3,143        ",3," 	 142,855,000  "," 	 -234,565,224 "
2813, Linked Hashmap                 , 	 / 1      ," 	 5,630,000    "," 	 5,063        ",5," 	 63,498,000   "," 	 278,921,216 "
2814, Stream + parallel + sort       , 	 / 1      ," 	 5,630,000    "," 	 6,092        ",6," 	 92,073,000   "," 	 -329,777,120 "
2815, merge sort                     , 	 / 1      ," 	 5,640,000    "," 	 7,192        ",7," 	 192,517,000  "," 	 -381,681,664 "
2816, Arrays.sort                    , 	 / 1      ," 	 5,640,000    "," 	 3,227        ",3," 	 227,083,000  "," 	 32,899,104 "
2817, Arrays.parallelSort            , 	 / 1      ," 	 5,640,000    "," 	 3,098        ",3," 	 97,769,000   "," 	 -14,434,480 "
2818, Linked Hashmap                 , 	 / 1      ," 	 5,640,000    "," 	 6,251        ",6," 	 251,128,000  "," 	 69,728,256 "
2819, Stream + parallel + sort       , 	 / 1      ," 	 5,640,000    "," 	 7,659        ",7," 	 658,794,000  "," 	 -472,438,984 "
2820, merge sort                     , 	 / 1      ," 	 5,650,000    "," 	 3,929        ",3," 	 929,207,000  "," 	 -41,943,040 "
2821, Arrays.sort                    , 	 / 1      ," 	 5,650,000    "," 	 4,840        ",4," 	 815,037,000  "," 	 -97,127,648 "
2822, Arrays.parallelSort            , 	 / 1      ," 	 5,650,000    "," 	 4,165        ",4," 	 165,034,000  "," 	 -238,325,200 "
2823, Linked Hashmap                 , 	 / 1      ," 	 5,650,000    "," 	 7,814        ",7," 	 813,838,000  "," 	 266,340,352 "
2824, Stream + parallel + sort       , 	 / 1      ," 	 5,650,000    "," 	 5,994        ",5," 	 994,356,000  "," 	 -402,126,848 "
2825, merge sort                     , 	 / 1      ," 	 5,660,000    "," 	 4,775        ",4," 	 774,968,000  "," 	 23,068,672 "
2826, Arrays.sort                    , 	 / 1      ," 	 5,660,000    "," 	 3,661        ",3," 	 660,588,000  "," 	 -5,799,872 "
2827, Arrays.parallelSort            , 	 / 1      ," 	 5,660,000    "," 	 2,348        ",2," 	 347,866,000  "," 	 23,970,656 "
2828, Linked Hashmap                 , 	 / 1      ," 	 5,660,000    "," 	 5,916        ",5," 	 916,090,000  "," 	 299,370,496 "
2829, Stream + parallel + sort       , 	 / 1      ," 	 5,660,000    "," 	 7,808        ",7," 	 807,469,000  "," 	 -524,479,000 "
2830, merge sort                     , 	 / 1      ," 	 5,670,000    "," 	 4,109        ",4," 	 108,846,000  "," 	 -37,748,736 "
2831, Arrays.sort                    , 	 / 1      ," 	 5,670,000    "," 	 3,956        ",3," 	 956,139,000  "," 	 -5,898,208 "
2832, Arrays.parallelSort            , 	 / 1      ," 	 5,670,000    "," 	 4,318        ",4," 	 317,951,000  "," 	 23,933,424 "
2833, Linked Hashmap                 , 	 / 1      ," 	 5,670,000    "," 	 7,129        ",7," 	 129,713,000  "," 	 263,190,528 "
2834, Stream + parallel + sort       , 	 / 1      ," 	 5,670,000    "," 	 7,551        ",7," 	 550,760,000  "," 	 -479,854,392 "
2835, merge sort                     , 	 / 1      ," 	 5,680,000    "," 	 4,144        ",4," 	 144,806,000  "," 	 -44,040,192 "
2836, Arrays.sort                    , 	 / 1      ," 	 5,680,000    "," 	 4,780        ",4," 	 779,818,000  "," 	 -6,029,296 "
2837, Arrays.parallelSort            , 	 / 1      ," 	 5,680,000    "," 	 3,199        ",3," 	 198,497,000  "," 	 23,687,160 "
2838, Linked Hashmap                 , 	 / 1      ," 	 5,680,000    "," 	 5,632        ",5," 	 632,051,000  "," 	 305,659,904 "
2839, Stream + parallel + sort       , 	 / 1      ," 	 5,680,000    "," 	 8,041        ",8," 	 40,758,000   "," 	 -529,613,840 "
2840, merge sort                     , 	 / 1      ," 	 5,690,000    "," 	 3,987        ",3," 	 987,278,000  "," 	 -39,845,888 "
2841, Arrays.sort                    , 	 / 1      ," 	 5,690,000    "," 	 4,178        ",4," 	 177,686,000  "," 	 -5,832,656 "
2842, Arrays.parallelSort            , 	 / 1      ," 	 5,690,000    "," 	 2,445        ",2," 	 444,856,000  "," 	 23,770,976 "
2843, Linked Hashmap                 , 	 / 1      ," 	 5,690,000    "," 	 7,356        ",7," 	 356,208,000  "," 	 -165,148,672 "
2844, Stream + parallel + sort       , 	 / 1      ," 	 5,690,000    "," 	 7,054        ",7," 	 53,862,000   "," 	 -492,011,640 "
2845, merge sort                     , 	 / 1      ," 	 5,700,000    "," 	 4,508        ",4," 	 508,586,000  "," 	 -41,943,040 "
2846, Arrays.sort                    , 	 / 1      ," 	 5,700,000    "," 	 4,402        ",4," 	 401,893,000  "," 	 -6,029,296 "
2847, Arrays.parallelSort            , 	 / 1      ," 	 5,700,000    "," 	 2,666        ",2," 	 666,456,000  "," 	 23,757,040 "
2848, Linked Hashmap                 , 	 / 1      ," 	 5,700,000    "," 	 6,540        ",6," 	 539,980,000  "," 	 311,949,312 "
2849, Stream + parallel + sort       , 	 / 1      ," 	 5,700,000    "," 	 8,750        ",8," 	 750,153,000  "," 	 -530,690,360 "
2850, merge sort                     , 	 / 1      ," 	 5,710,000    "," 	 4,467        ",4," 	 467,108,000  "," 	 -39,845,888 "
2851, Arrays.sort                    , 	 / 1      ," 	 5,710,000    "," 	 3,996        ",3," 	 995,989,000  "," 	 -6,029,296 "
2852, Arrays.parallelSort            , 	 / 1      ," 	 5,710,000    "," 	 2,246        ",2," 	 246,284,000  "," 	 23,914,952 "
2853, Linked Hashmap                 , 	 / 1      ," 	 5,710,000    "," 	 8,670        ",8," 	 669,788,000  "," 	 -192,940,032 "
2854, Stream + parallel + sort       , 	 / 1      ," 	 5,710,000    "," 	 8,057        ",8," 	 56,484,000   "," 	 -471,470,864 "
2855, merge sort                     , 	 / 1      ," 	 5,720,000    "," 	 4,330        ",4," 	 329,936,000  "," 	 -325,656,864 "
2856, Arrays.sort                    , 	 / 1      ," 	 5,720,000    "," 	 5,436        ",5," 	 395,901,000  "," 	 -228,589,568 "
2857, Arrays.parallelSort            , 	 / 1      ," 	 5,720,000    "," 	 3,549        ",3," 	 548,888,000  "," 	 -156,436,216 "
2858, Linked Hashmap                 , 	 / 1      ," 	 5,720,000    "," 	 7,087        ",7," 	 87,958,000   "," 	 73,926,656 "
2859, Stream + parallel + sort       , 	 / 1      ," 	 5,720,000    "," 	 7,894        ",7," 	 894,151,000  "," 	 -471,835,352 "
2860, merge sort                     , 	 / 1      ," 	 5,730,000    "," 	 4,541        ",4," 	 541,256,000  "," 	 -44,040,192 "
2861, Arrays.sort                    , 	 / 1      ," 	 5,730,000    "," 	 4,211        ",4," 	 211,190,000  "," 	 -6,029,296 "
2862, Arrays.parallelSort            , 	 / 1      ," 	 5,730,000    "," 	 2,446        ",2," 	 446,262,000  "," 	 23,810,720 "
2863, Linked Hashmap                 , 	 / 1      ," 	 5,730,000    "," 	 5,598        ",5," 	 597,505,000  "," 	 321,386,496 "
2864, Stream + parallel + sort       , 	 / 1      ," 	 5,730,000    "," 	 8,108        ",8," 	 107,577,000  "," 	 -535,865,008 "
2865, merge sort                     , 	 / 1      ," 	 5,740,000    "," 	 4,958        ",4," 	 957,574,000  "," 	 -41,943,040 "
2866, Arrays.sort                    , 	 / 1      ," 	 5,740,000    "," 	 5,364        ",5," 	 332,059,000  "," 	 -92,801,024 "
2867, Arrays.parallelSort            , 	 / 1      ," 	 5,740,000    "," 	 3,205        ",3," 	 205,109,000  "," 	 -236,908,768 "
2868, Linked Hashmap                 , 	 / 1      ," 	 5,740,000    "," 	 6,272        ",6," 	 272,396,000  "," 	 284,686,336 "
2869, Stream + parallel + sort       , 	 / 1      ," 	 5,740,000    "," 	 6,218        ",6," 	 218,238,000  "," 	 -385,873,896 "
2870, merge sort                     , 	 / 1      ," 	 5,750,000    "," 	 4,075        ",4," 	 74,744,000   "," 	 23,068,672 "
2871, Arrays.sort                    , 	 / 1      ," 	 5,750,000    "," 	 3,908        ",3," 	 907,962,000  "," 	 -6,029,296 "
2872, Arrays.parallelSort            , 	 / 1      ," 	 5,750,000    "," 	 2,376        ",2," 	 375,775,000  "," 	 24,054,328 "
2873, Linked Hashmap                 , 	 / 1      ," 	 5,750,000    "," 	 8,630        ",8," 	 629,381,000  "," 	 270,534,656 "
2874, Stream + parallel + sort       , 	 / 1      ," 	 5,750,000    "," 	 8,384        ",8," 	 383,772,000  "," 	 -487,117,096 "
2875, merge sort                     , 	 / 1      ," 	 5,760,000    "," 	 3,851        ",3," 	 851,813,000  "," 	 -277,292,840 "
2876, Arrays.sort                    , 	 / 1      ," 	 5,760,000    "," 	 3,361        ",3," 	 361,862,000  "," 	 32,768,016 "
2877, Arrays.parallelSort            , 	 / 1      ," 	 5,760,000    "," 	 3,476        ",3," 	 475,472,000  "," 	 -113,187,368 "
2878, Linked Hashmap                 , 	 / 1      ," 	 5,760,000    "," 	 6,304        ",6," 	 303,704,000  "," 	 286,785,536 "
2879, Stream + parallel + sort       , 	 / 1      ," 	 5,760,000    "," 	 7,443        ",7," 	 442,318,000  "," 	 -473,613,456 "
2880, merge sort                     , 	 / 1      ," 	 5,770,000    "," 	 3,850        ",3," 	 849,675,000  "," 	 1,048,576  "
2881, Arrays.sort                    , 	 / 1      ," 	 5,770,000    "," 	 5,634        ",5," 	 634,423,000  "," 	 -4,720,640 "
2882, Arrays.parallelSort            , 	 / 1      ," 	 5,770,000    "," 	 2,283        ",2," 	 282,882,000  "," 	 25,142,880 "
2883, Linked Hashmap                 , 	 / 1      ," 	 5,770,000    "," 	 7,501        ",7," 	 501,630,000  "," 	 258,996,224 "
2884, Stream + parallel + sort       , 	 / 1      ," 	 5,770,000    "," 	 9,575        ",9," 	 574,881,000  "," 	 -476,104,048 "
2885, merge sort                     , 	 / 1      ," 	 5,780,000    "," 	 3,846        ",3," 	 845,599,000  "," 	 -282,016,448 "
2886, Arrays.sort                    , 	 / 1      ," 	 5,780,000    "," 	 3,533        ",3," 	 532,980,000  "," 	 34,209,808 "
2887, Arrays.parallelSort            , 	 / 1      ," 	 5,780,000    "," 	 3,897        ",3," 	 897,033,000  "," 	 -13,971,032 "
2888, Linked Hashmap                 , 	 / 1      ," 	 5,780,000    "," 	 7,685        ",7," 	 684,846,000  "," 	 63,963,136 "
2889, Stream + parallel + sort       , 	 / 1      ," 	 5,780,000    "," 	 5,850        ",5," 	 850,595,000  "," 	 -384,825,344 "
2890, merge sort                     , 	 / 1      ," 	 5,790,000    "," 	 4,947        ",4," 	 946,557,000  "," 	 -331,350,016 "
2891, Arrays.sort                    , 	 / 1      ," 	 5,790,000    "," 	 3,855        ",3," 	 855,901,000  "," 	 34,095,120 "
2892, Arrays.parallelSort            , 	 / 1      ," 	 5,790,000    "," 	 3,399        ",3," 	 399,166,000  "," 	 -104,084,568 "
2893, Linked Hashmap                 , 	 / 1      ," 	 5,790,000    "," 	 5,380        ",5," 	 379,748,000  "," 	 290,979,840 "
2894, Stream + parallel + sort       , 	 / 1      ," 	 5,790,000    "," 	 7,706        ",7," 	 706,256,000  "," 	 93,325,312 "
2895, merge sort                     , 	 / 1      ," 	 5,800,000    "," 	 3,983        ",3," 	 982,602,000  "," 	 -327,155,712 "
2896, Arrays.sort                    , 	 / 1      ," 	 5,800,000    "," 	 3,330        ",3," 	 329,778,000  "," 	 33,816,592 "
2897, Arrays.parallelSort            , 	 / 1      ," 	 5,800,000    "," 	 3,602        ",3," 	 601,912,000  "," 	 -108,444,616 "
2898, Linked Hashmap                 , 	 / 1      ," 	 5,800,000    "," 	 8,183        ",8," 	 183,498,000  "," 	 290,979,840 "
2899, Stream + parallel + sort       , 	 / 1      ," 	 5,800,000    "," 	 5,842        ",5," 	 841,733,000  "," 	 -393,213,952 "
2900, merge sort                     , 	 / 1      ," 	 5,810,000    "," 	 3,739        ",3," 	 738,528,000  "," 	 24,117,248 "
2901, Arrays.sort                    , 	 / 1      ," 	 5,810,000    "," 	 5,413        ",5," 	 413,361,000  "," 	 -4,980,720 "
2902, Arrays.parallelSort            , 	 / 1      ," 	 5,810,000    "," 	 2,346        ",2," 	 346,052,000  "," 	 24,725,976 "
2903, Linked Hashmap                 , 	 / 1      ," 	 5,810,000    "," 	 7,919        ",7," 	 919,183,000  "," 	 275,253,248 "
